Instance,datetime,WS,WD,TMP,RH
CHI2015,10-03-2014 4:00,9.72,180.0,28.100000381469727,62.2
CHI2015,10-03-2014 5:00,9.72,180.0,35.400001525878906,32.2
CHI2015,10-03-2014 6:00,9.72,157.0,31.700000762939453,38.2
CHI2015,10-03-2014 7:00,6.48,157.0,29.399999618530273,63.0
CHI2015,10-03-2014 8:00,4.68,157.0,28.5,63.8
CHI2015,10-03-2014 9:00,3.24,112.0,31.600000381469727,39.0
CHI2015,10-03-2014 10:00,6.48,292.0,31.700000762939453,38.2
CHI2015,10-03-2014 11:00,7.92,337.0,33.29999923706055,40.6
CHI2015,10-03-2014 12:00,9.72,337.0,29.200000762939453,41.0
CHI2015,10-03-2014 13:00,9.72,337.0,34.099998474121094,32.2
CHI2015,10-03-2014 14:00,9.72,315.0,29.200000762939453,37.0
CHI2015,10-03-2014 15:00,9.72,292.0,30.200000762939453,49.8
CHI2015,10-03-2014 16:00,9.72,292.0,28.100000381469727,58.2
CHI2015,10-03-2014 17:00,8.91,297.625,28.5,63.8
CHI2015,10-03-2014 18:00,8.1,303.25,28.399999618530273,60.6
CHI2015,10-03-2014 19:00,7.29,308.875,29.100000381469727,47.0
CHI2015,10-03-2014 20:00,6.48,314.5,28.100000381469727,62.2
