Instance,datetime,WS,WD,TMP,RH
CHI2015,22-01-2014 2:00,16.2,270.0,34.099998474121094,32.2
CHI2015,22-01-2014 3:00,16.2,270.0,28.100000381469727,62.2
CHI2015,22-01-2014 4:00,16.2,270.0,31.799999237060547,34.2
CHI2015,22-01-2014 5:00,16.2,247.0,30.799999237060547,54.4
CHI2015,22-01-2014 6:00,11.16,225.0,29.200000762939453,37.0
CHI2015,22-01-2014 7:00,12.96,337.0,33.29999923706055,40.6
CHI2015,22-01-2014 8:00,7.92,315.0,29.700000762939453,52.4
CHI2015,22-01-2014 9:00,9.72,292.0,28.5,63.8
CHI2015,22-01-2014 10:00,6.48,315.0,32.0,45.0
CHI2015,22-01-2014 11:00,6.48,292.0,34.70000076293945,29.6
CHI2015,22-01-2014 12:00,6.48,225.0,29.399999618530273,63.0
CHI2015,22-01-2014 13:00,12.96,315.0,34.70000076293945,29.6
CHI2015,22-01-2014 14:00,12.96,315.0,28.700000762939453,51.8
CHI2015,22-01-2014 15:00,9.72,303.5,31.399999618530273,39.0
CHI2015,22-01-2014 16:00,6.48,292.0,28.100000381469727,48.8
CHI2015,22-01-2014 17:00,6.48,292.0,33.0,37.0
CHI2015,22-01-2014 18:00,6.94285714285714,295.285714285714,31.600000381469727,37.6
CHI2015,22-01-2014 19:00,7.40571428571429,298.571428571429,30.399999618530273,35.6
CHI2015,22-01-2014 20:00,7.86857142857143,301.857142857143,28.799999237060547,54.6
CHI2015,22-01-2014 21:00,8.33142857142857,305.142857142857,28.299999237060547,57.0
CHI2015,22-01-2014 22:00,8.79428571428572,308.428571428571,30.399999618530273,39.2
CHI2015,22-01-2014 23:00,9.25714285714286,311.714285714286,28.700000762939453,26.2
CHI2015,23-01-2014 0:00,9.72,315.0,30.399999618530273,35.6
