Instance,datetime,WS,WD,TMP,RH
CHI2015,30-01-2014 14:00,10.4123076923077,115.461538461538,29.200000762939453,41.0
CHI2015,30-01-2014 15:00,10.6615384615385,129.30769230769198,29.299999237060547,54.0
CHI2015,30-01-2014 16:00,10.9107692307692,143.15384615384602,28.299999237060547,59.2
CHI2015,30-01-2014 17:00,11.16,157.0,29.200000762939453,41.0
CHI2015,30-01-2014 18:00,6.48,135.0,33.20000076293945,31.6
CHI2015,30-01-2014 19:00,7.92,157.0,32.70000076293945,41.8
CHI2015,30-01-2014 20:00,9.72,157.0,33.20000076293945,31.6
CHI2015,30-01-2014 21:00,7.92,135.0,28.700000762939453,26.2
CHI2015,30-01-2014 22:00,7.92,157.0,32.70000076293945,41.8
CHI2015,30-01-2014 23:00,7.92,157.0,29.100000381469727,44.0
CHI2015,31-01-2014 0:00,19.44,90.0,28.200000762939453,67.6
CHI2015,31-01-2014 1:00,19.44,112.0,30.0,44.0
CHI2015,31-01-2014 2:00,16.2,112.0,31.799999237060547,38.8
CHI2015,31-01-2014 3:00,16.2,112.0,29.200000762939453,41.0
CHI2015,31-01-2014 4:00,15.96,105.57142857142901,30.200000762939453,49.8
CHI2015,31-01-2014 5:00,15.72,99.142857142857,28.200000762939453,67.6
CHI2015,31-01-2014 6:00,15.48,92.714285714286,28.200000762939453,67.6
CHI2015,31-01-2014 7:00,15.24,86.285714285714,32.0,45.0
CHI2015,31-01-2014 8:00,15.0,79.857142857143,28.299999237060547,59.2
CHI2015,31-01-2014 9:00,14.76,73.42857142857099,28.899999618530273,47.4
CHI2015,31-01-2014 10:00,14.52,67.0,28.200000762939453,47.4
CHI2015,31-01-2014 11:00,14.28,60.57142857142901,30.200000762939453,49.8
CHI2015,31-01-2014 12:00,14.04,54.142857142857,29.600000381469727,46.6
CHI2015,31-01-2014 13:00,13.8,47.71428571428601,28.899999618530273,47.4
CHI2015,31-01-2014 14:00,13.56,41.28571428571399,29.399999618530273,63.0
CHI2015,31-01-2014 15:00,13.32,34.857142857143,28.299999237060547,57.6
CHI2015,31-01-2014 16:00,13.08,28.42857142857099,28.299999237060547,25.8
CHI2015,31-01-2014 17:00,12.84,22.0,34.099998474121094,32.2
CHI2015,31-01-2014 18:00,12.6,15.57142857142901,29.200000762939453,41.0
CHI2015,31-01-2014 19:00,12.36,9.142857142856997,28.399999618530273,63.2
CHI2015,31-01-2014 20:00,12.12,2.7142857142860066,30.200000762939453,49.8
CHI2015,31-01-2014 21:00,11.88,356.285714285714,29.600000381469727,46.6
CHI2015,31-01-2014 22:00,11.64,349.857142857143,31.799999237060547,38.8
CHI2015,31-01-2014 23:00,11.4,343.428571428571,32.70000076293945,41.8
CHI2015,01-02-2014 0:00,11.16,337.0,28.799999237060547,54.6
CHI2015,01-02-2014 1:00,11.16,0.0,33.29999923706055,40.6
CHI2015,01-02-2014 2:00,9.72,0.0,32.70000076293945,41.8
CHI2015,01-02-2014 3:00,11.16,0.0,29.100000381469727,44.0
CHI2015,01-02-2014 4:00,9.72,337.0,34.099998474121094,32.2
CHI2015,01-02-2014 5:00,9.72,337.0,31.600000381469727,39.0
CHI2015,01-02-2014 6:00,9.72,315.0,28.200000762939453,67.6
CHI2015,01-02-2014 7:00,9.72,337.0,29.299999237060547,54.0
CHI2015,01-02-2014 8:00,6.48,0.0,33.20000076293945,31.6
CHI2015,01-02-2014 9:00,4.68,0.0,29.200000762939453,37.0
CHI2015,01-02-2014 10:00,4.68,157.0,28.799999237060547,54.6
CHI2015,01-02-2014 11:00,12.96,135.0,30.100000381469727,43.6
CHI2015,01-02-2014 12:00,12.96,157.0,29.200000762939453,37.0
CHI2015,01-02-2014 13:00,12.96,135.0,29.600000381469727,46.6
CHI2015,01-02-2014 14:00,16.2,135.0,33.29999923706055,40.6
CHI2015,01-02-2014 15:00,19.44,157.0,28.200000762939453,67.6
CHI2015,01-02-2014 16:00,19.44,135.0,30.0,44.8
CHI2015,01-02-2014 17:00,16.2,135.0,28.100000381469727,48.8
CHI2015,01-02-2014 18:00,12.96,135.0,28.399999618530273,60.6
CHI2015,01-02-2014 19:00,11.16,112.0,30.200000762939453,49.8
CHI2015,01-02-2014 20:00,12.96,135.0,28.700000762939453,51.8
CHI2015,01-02-2014 21:00,9.72,90.0,28.100000381469727,62.2
CHI2015,01-02-2014 22:00,9.72,90.0,29.5,51.6
CHI2015,01-02-2014 23:00,7.92,112.0,28.100000381469727,48.8
CHI2015,02-02-2014 0:00,12.96,135.0,28.700000762939453,67.0
CHI2015,02-02-2014 1:00,11.16,135.0,28.700000762939453,67.0
CHI2015,02-02-2014 2:00,7.92,135.0,34.70000076293945,29.6
CHI2015,02-02-2014 3:00,7.92,22.0,28.700000762939453,26.2
CHI2015,02-02-2014 4:00,7.92,22.0,33.20000076293945,31.6
CHI2015,02-02-2014 5:00,9.216,40.0,28.799999237060547,54.6
CHI2015,02-02-2014 6:00,10.512,58.0,28.200000762939453,47.4
CHI2015,02-02-2014 7:00,11.808,76.0,29.299999237060547,54.0
CHI2015,02-02-2014 8:00,13.104,94.0,28.299999237060547,59.2
CHI2015,02-02-2014 9:00,14.4,112.0,28.299999237060547,25.8
CHI2015,02-02-2014 10:00,14.4,135.0,28.899999618530273,47.4
CHI2015,02-02-2014 11:00,12.96,67.0,28.5,63.8
CHI2015,02-02-2014 12:00,12.96,67.0,28.200000762939453,57.2
CHI2015,02-02-2014 13:00,7.92,135.0,30.100000381469727,43.6
CHI2015,02-02-2014 14:00,9.72,135.0,31.100000381469727,41.0
CHI2015,02-02-2014 15:00,11.16,157.0,30.399999618530273,35.6
CHI2015,02-02-2014 16:00,7.92,157.0,31.100000381469727,41.0
CHI2015,02-02-2014 17:00,6.48,112.0,28.700000762939453,67.0
CHI2015,02-02-2014 18:00,7.92,135.0,33.20000076293945,31.6
CHI2015,02-02-2014 19:00,7.92,157.0,29.700000762939453,52.4
CHI2015,02-02-2014 20:00,6.48,157.0,30.399999618530273,35.6
CHI2015,02-02-2014 21:00,4.68,112.0,33.29999923706055,40.6
CHI2015,02-02-2014 22:00,4.68,135.0,28.899999618530273,47.4
CHI2015,02-02-2014 23:00,3.24,135.0,30.799999237060547,54.4
CHI2015,03-02-2014 0:00,3.24,135.0,30.399999618530273,39.2
CHI2015,03-02-2014 1:00,3.24,135.0,33.0,37.0
CHI2015,03-02-2014 2:00,3.24,135.0,28.100000381469727,58.2
CHI2015,03-02-2014 3:00,3.24,135.0,31.799999237060547,38.8
CHI2015,03-02-2014 4:00,3.24,135.0,29.5,51.6
CHI2015,03-02-2014 5:00,3.24,135.0,30.200000762939453,49.8
CHI2015,03-02-2014 6:00,3.24,135.0,29.5,51.6
CHI2015,03-02-2014 7:00,3.24,135.0,28.200000762939453,47.4
CHI2015,03-02-2014 8:00,3.24,135.0,28.200000762939453,47.4
CHI2015,03-02-2014 9:00,3.24,135.0,28.399999618530273,60.6
CHI2015,03-02-2014 10:00,3.24,135.0,30.399999618530273,35.6
CHI2015,03-02-2014 11:00,3.24,135.0,28.200000762939453,67.6
CHI2015,03-02-2014 12:00,3.24,135.0,30.399999618530273,39.2
CHI2015,03-02-2014 13:00,3.24,135.0,28.200000762939453,67.6
CHI2015,03-02-2014 14:00,3.24,135.0,29.399999618530273,63.0
