Instance,datetime,WS,WD,TMP,RH
CHI2015,27-03-2014 21:00,1.8,270,28.700000762939453,51.8
CHI2015,27-03-2014 22:00,1.8,270,33.0,37.0
CHI2015,27-03-2014 23:00,3.24,315,28.700000762939453,51.8
CHI2015,28-03-2014 0:00,4.68,180,32.0,45.0
CHI2015,28-03-2014 1:00,3.24,292,31.399999618530273,39.0
CHI2015,28-03-2014 2:00,6.48,180,28.600000381469727,55.0
CHI2015,28-03-2014 3:00,7.92,180,31.600000381469727,39.0
CHI2015,28-03-2014 4:00,9.72,157,28.399999618530273,63.2
CHI2015,28-03-2014 5:00,7.92,157,33.0,37.0
CHI2015,28-03-2014 6:00,6.48,180,31.399999618530273,39.0
CHI2015,28-03-2014 7:00,7.92,180,29.200000762939453,37.0
CHI2015,28-03-2014 8:00,4.68,157,33.0,37.0
CHI2015,28-03-2014 9:00,3.24,292,28.899999618530273,47.4
CHI2015,28-03-2014 10:00,7.92,315,28.299999237060547,57.0
CHI2015,28-03-2014 11:00,11.16,337,35.400001525878906,32.2
CHI2015,28-03-2014 12:00,12.96,337,29.299999237060547,54.0
CHI2015,28-03-2014 13:00,16.2,337,28.600000381469727,55.0
CHI2015,28-03-2014 14:00,16.2,315,29.299999237060547,54.0
CHI2015,28-03-2014 15:00,12.96,337,34.70000076293945,29.6
CHI2015,28-03-2014 16:00,9.72,337,30.399999618530273,35.6
CHI2015,28-03-2014 17:00,9.72,270,32.70000076293945,41.8
CHI2015,28-03-2014 18:00,14.4,247,30.200000762939453,49.8
CHI2015,28-03-2014 19:00,7.92,337,30.0,44.0
CHI2015,28-03-2014 20:00,6.48,315,35.400001525878906,32.2
