Instance,datetime,WS,WD,TMP,RH
CHI2015,06-03-2014 14:00,14.4,135.0,31.799999237060547,34.2
CHI2015,06-03-2014 15:00,16.2,157.0,29.700000762939453,52.4
CHI2015,06-03-2014 16:00,16.2,157.0,28.700000762939453,57.0
CHI2015,06-03-2014 17:00,16.2,157.0,33.0,37.0
CHI2015,06-03-2014 18:00,12.96,135.0,32.0,45.0
CHI2015,06-03-2014 19:00,9.72,90.0,28.200000762939453,47.4
CHI2015,06-03-2014 20:00,7.92,0.0,29.100000381469727,47.0
CHI2015,06-03-2014 21:00,7.92,337.0,28.399999618530273,63.2
CHI2015,06-03-2014 22:00,7.92,337.0,32.70000076293945,41.8
CHI2015,06-03-2014 23:00,9.54,348.5,32.0,45.0
CHI2015,07-03-2014 0:00,11.16,0.0,29.299999237060547,54.0
CHI2015,07-03-2014 1:00,9.72,0.0,31.799999237060547,34.2
CHI2015,07-03-2014 2:00,9.72,337.0,30.399999618530273,35.6
CHI2015,07-03-2014 3:00,9.72,0.0,30.0,44.0
CHI2015,07-03-2014 4:00,9.72,0.0,28.399999618530273,63.2
CHI2015,07-03-2014 5:00,9.72,337.0,33.0,37.0
CHI2015,07-03-2014 6:00,9.72,0.0,30.200000762939453,49.8
CHI2015,07-03-2014 7:00,9.72,337.0,28.700000762939453,51.8
CHI2015,07-03-2014 8:00,7.92,45.0,28.700000762939453,67.0
CHI2015,07-03-2014 9:00,6.48,22.0,31.600000381469727,37.6
CHI2015,07-03-2014 10:00,4.68,157.0,30.799999237060547,54.4
CHI2015,07-03-2014 11:00,4.68,202.0,30.700000762939453,37.6
CHI2015,07-03-2014 12:00,12.96,157.0,28.299999237060547,25.8
CHI2015,07-03-2014 13:00,14.4,157.0,31.600000381469727,37.6
CHI2015,07-03-2014 14:00,14.4,135.0,28.700000762939453,26.2
CHI2015,07-03-2014 15:00,16.2,135.0,28.700000762939453,57.0
CHI2015,07-03-2014 16:00,16.2,157.0,30.100000381469727,43.6
CHI2015,07-03-2014 17:00,14.4,135.0,28.899999618530273,47.4
CHI2015,07-03-2014 18:00,12.96,135.0,28.299999237060547,57.0
CHI2015,07-03-2014 19:00,9.72,135.0,28.299999237060547,63.8
CHI2015,07-03-2014 20:00,9.72,135.0,31.700000762939453,38.2
CHI2015,07-03-2014 21:00,9.72,101.25,28.700000762939453,51.8
CHI2015,07-03-2014 22:00,9.72,67.5,28.299999237060547,25.8
CHI2015,07-03-2014 23:00,9.72,33.75,30.200000762939453,49.8
CHI2015,08-03-2014 0:00,9.72,0.0,34.70000076293945,29.6
CHI2015,08-03-2014 1:00,11.16,0.0,28.299999237060547,63.8
CHI2015,08-03-2014 2:00,11.16,337.0,29.200000762939453,41.0
CHI2015,08-03-2014 3:00,9.72,337.0,28.399999618530273,63.2
CHI2015,08-03-2014 4:00,9.72,0.0,28.899999618530273,52.6
CHI2015,08-03-2014 5:00,4.68,0.0,28.100000381469727,48.8
CHI2015,08-03-2014 6:00,3.24,315.0,33.0,37.0
CHI2015,08-03-2014 7:00,3.24,0.0,28.100000381469727,58.2
CHI2015,08-03-2014 8:00,3.24,157.0,31.700000762939453,38.2
CHI2015,08-03-2014 9:00,7.92,157.0,30.299999237060547,42.8
CHI2015,08-03-2014 10:00,6.48,135.0,28.799999237060547,54.6
CHI2015,08-03-2014 11:00,3.24,135.0,28.200000762939453,57.2
