Instance,datetime,WS,WD,TMP,RH
CHI2015,28-01-2014 13:00,12.96,337.0,28.899999618530273,47.4
CHI2015,28-01-2014 14:00,14.4,315.0,32.0,45.0
CHI2015,28-01-2014 15:00,14.4,315.0,28.700000762939453,51.8
CHI2015,28-01-2014 16:00,14.4,315.0,29.399999618530273,63.0
CHI2015,28-01-2014 17:00,14.4,292.0,28.299999237060547,63.8
CHI2015,28-01-2014 18:00,14.4,292.0,28.399999618530273,63.2
CHI2015,28-01-2014 19:00,10.68,239.666666666667,28.700000762939453,67.0
CHI2015,28-01-2014 20:00,6.96,187.333333333333,28.200000762939453,57.2
CHI2015,28-01-2014 21:00,3.24,135.0,32.0,45.0
CHI2015,28-01-2014 22:00,4.68,202.0,28.100000381469727,58.2
CHI2015,28-01-2014 23:00,9.72,157.0,28.200000762939453,67.6
CHI2015,29-01-2014 0:00,11.16,157.0,34.70000076293945,29.6
CHI2015,29-01-2014 1:00,9.72,157.0,31.799999237060547,38.8
CHI2015,29-01-2014 2:00,9.72,180.0,33.0,37.0
CHI2015,29-01-2014 3:00,11.16,180.0,33.0,37.0
CHI2015,29-01-2014 4:00,11.16,180.0,31.100000381469727,41.0
CHI2015,29-01-2014 5:00,10.728,189.0,29.299999237060547,54.0
CHI2015,29-01-2014 6:00,10.296,198.0,30.100000381469727,43.6
CHI2015,29-01-2014 7:00,9.864,207.0,31.799999237060547,38.8
CHI2015,29-01-2014 8:00,9.432,216.0,31.399999618530273,39.0
CHI2015,29-01-2014 9:00,9.0,225.0,31.600000381469727,39.0
CHI2015,29-01-2014 10:00,8.568,234.0,30.200000762939453,49.8
