Instance,datetime,WS,WD,TMP,RH
CHI2015,09-01-2014 18:00,12.96,315,28.399999618530273,60.6
CHI2015,09-01-2014 19:00,7.92,292,29.100000381469727,44.0
CHI2015,09-01-2014 20:00,9.72,270,28.299999237060547,63.8
CHI2015,09-01-2014 21:00,9.72,270,29.100000381469727,47.0
CHI2015,09-01-2014 22:00,9.12,240,28.700000762939453,67.0
CHI2015,09-01-2014 23:00,8.52,210,29.100000381469727,44.0
CHI2015,10-01-2014 0:00,7.92,180,28.200000762939453,57.2
CHI2015,10-01-2014 1:00,4.68,135,28.100000381469727,62.2
CHI2015,10-01-2014 2:00,6.48,180,31.100000381469727,41.0
CHI2015,10-01-2014 3:00,7.92,180,28.399999618530273,60.6
CHI2015,10-01-2014 4:00,9.72,180,28.299999237060547,63.8
CHI2015,10-01-2014 5:00,9.72,157,29.100000381469727,44.0
CHI2015,10-01-2014 6:00,11.16,157,28.399999618530273,60.6
CHI2015,10-01-2014 7:00,11.16,157,31.399999618530273,39.0
CHI2015,10-01-2014 8:00,9.72,157,32.0,45.0
CHI2015,10-01-2014 9:00,9.72,135,33.0,37.0
CHI2015,10-01-2014 10:00,4.68,135,33.20000076293945,31.6
CHI2015,10-01-2014 11:00,6.48,337,34.70000076293945,29.6
CHI2015,10-01-2014 12:00,6.48,337,29.200000762939453,37.0
CHI2015,10-01-2014 13:00,11.16,337,28.200000762939453,67.6
CHI2015,10-01-2014 14:00,14.4,315,28.299999237060547,59.2
CHI2015,10-01-2014 15:00,14.4,337,28.299999237060547,63.8
CHI2015,10-01-2014 16:00,16.2,337,29.200000762939453,41.0
CHI2015,10-01-2014 17:00,14.4,315,29.200000762939453,37.0
CHI2015,10-01-2014 18:00,14.4,315,30.399999618530273,35.6
CHI2015,10-01-2014 19:00,14.4,337,28.299999237060547,59.2
CHI2015,10-01-2014 20:00,12.96,315,28.299999237060547,63.8
CHI2015,10-01-2014 21:00,4.68,270,31.799999237060547,34.2
CHI2015,10-01-2014 22:00,7.92,180,30.100000381469727,43.6
CHI2015,10-01-2014 23:00,9.72,157,31.799999237060547,34.2
