Instance,datetime,WS,WD,TMP,RH
CHI2015,20-03-2014 14:00,12.96,315,28.100000381469727,48.8
CHI2015,20-03-2014 15:00,14.4,337,28.100000381469727,48.8
CHI2015,20-03-2014 16:00,12.96,337,29.5,51.6
CHI2015,20-03-2014 17:00,9.72,315,28.200000762939453,47.4
CHI2015,20-03-2014 18:00,9.72,292,32.70000076293945,41.8
CHI2015,20-03-2014 19:00,4.68,315,28.5,63.8
CHI2015,20-03-2014 20:00,4.68,135,34.099998474121094,32.2
CHI2015,20-03-2014 21:00,4.68,135,30.399999618530273,35.6
CHI2015,20-03-2014 22:00,6.36,150,29.100000381469727,47.0
CHI2015,20-03-2014 23:00,8.04,165,28.200000762939453,57.2
CHI2015,21-03-2014 0:00,9.72,180,33.20000076293945,31.6
CHI2015,21-03-2014 1:00,9.72,202,29.399999618530273,63.0
CHI2015,21-03-2014 2:00,7.92,202,28.899999618530273,52.6
CHI2015,21-03-2014 3:00,7.92,180,30.399999618530273,35.6
CHI2015,21-03-2014 4:00,4.68,135,28.899999618530273,52.6
CHI2015,21-03-2014 5:00,6.48,157,30.799999237060547,54.4
CHI2015,21-03-2014 6:00,7.92,157,33.20000076293945,31.6
CHI2015,21-03-2014 7:00,6.48,180,30.700000762939453,37.6
CHI2015,21-03-2014 8:00,6.48,180,33.20000076293945,31.6
CHI2015,21-03-2014 9:00,6.48,157,28.200000762939453,47.4
CHI2015,21-03-2014 10:00,6.48,337,28.299999237060547,25.8
CHI2015,21-03-2014 11:00,4.68,337,28.899999618530273,52.6
CHI2015,21-03-2014 12:00,11.16,337,34.70000076293945,29.6
CHI2015,21-03-2014 13:00,11.16,315,29.299999237060547,54.0
CHI2015,21-03-2014 14:00,12.96,337,29.399999618530273,63.0
CHI2015,21-03-2014 15:00,11.16,315,32.0,45.0
CHI2015,21-03-2014 16:00,11.16,337,34.70000076293945,29.6
CHI2015,21-03-2014 17:00,11.16,315,31.600000381469727,37.6
CHI2015,21-03-2014 18:00,4.68,292,28.299999237060547,25.8
CHI2015,21-03-2014 19:00,9.72,180,28.5,63.8
CHI2015,21-03-2014 20:00,9.72,180,29.399999618530273,63.0
