Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
test,2007-03-09,33,227,1
