Scenario,datetime,WS,WD,FireScenario
1,10/3/2017 19:00,1.08,338.0,EWE
1,10/3/2017 20:00,0.72,0.0,EWE
1,10/3/2017 21:00,0.0,236.0,EWE
1,10/3/2017 22:00,0.0,169.0,EWE
1,10/3/2017 23:00,0.0,293.0,EWE
1,10/4/2017 0:00,0.0,135.0,EWE
1,10/4/2017 1:00,0.0,248.0,EWE
1,10/4/2017 2:00,0.0,79.0,EWE
1,10/4/2017 3:00,0.0,180.0,EWE
1,10/4/2017 4:00,0.0,101.0,EWE
1,10/4/2017 5:00,0.0,45.0,EWE
1,10/4/2017 6:00,0.0,338.0,EWE
1,10/4/2017 7:00,0.0,124.0,EWE
1,10/4/2017 8:00,0.0,236.0,EWE
1,10/4/2017 9:00,0.0,259.0,EWE
1,10/4/2017 10:00,0.0,11.0,EWE
1,10/4/2017 11:00,0.72,191.0,EWE
1,10/4/2017 12:00,1.08,113.0,EWE
1,10/4/2017 13:00,2.52,146.0,EWE
1,10/4/2017 14:00,6.48,34.0,EWE
1,10/4/2017 15:00,5.4,45.0,EWE
