Scenario,datetime,WS,WD,FireScenario
1,10/14/2017 14:00,2.88,79.0,EWE
1,10/14/2017 15:00,2.52,68.0,EWE
1,10/14/2017 16:00,1.44,203.0,EWE
1,10/14/2017 17:00,0.0,11.0,EWE
1,10/14/2017 18:00,0.0,349.0,EWE
1,10/14/2017 19:00,0.0,349.0,EWE
1,10/14/2017 20:00,0.0,248.0,EWE
1,10/14/2017 21:00,0.0,90.0,EWE
1,10/14/2017 22:00,0.0,304.0,EWE
1,10/14/2017 23:00,0.0,146.0,EWE
1,10/15/2017 0:00,0.0,11.0,EWE
1,10/15/2017 1:00,0.0,281.0,EWE
1,10/15/2017 2:00,0.0,293.0,EWE
1,10/15/2017 3:00,0.0,225.0,EWE
1,10/15/2017 4:00,0.0,45.0,EWE
1,10/15/2017 5:00,0.0,0.0,EWE
1,10/15/2017 6:00,0.0,259.0,EWE
1,10/15/2017 7:00,0.0,124.0,EWE
1,10/15/2017 8:00,0.0,45.0,EWE
1,10/15/2017 9:00,0.0,11.0,EWE
1,10/15/2017 10:00,0.0,293.0,EWE
1,10/15/2017 11:00,0.0,349.0,EWE
