Scenario,datetime,WS,WD,FireScenario
1,10/29/2017 9:00,0.0,293.0,EWE
1,10/29/2017 10:00,0.36,293.0,EWE
1,10/29/2017 11:00,1.08,214.0,EWE
1,10/29/2017 12:00,1.44,146.0,EWE
1,10/29/2017 13:00,1.44,326.0,EWE
1,10/29/2017 14:00,1.44,248.0,EWE
1,10/29/2017 15:00,0.72,349.0,EWE
1,10/29/2017 16:00,0.36,11.0,EWE
1,10/29/2017 17:00,0.36,338.0,EWE
1,10/29/2017 18:00,0.0,34.0,EWE
1,10/29/2017 19:00,0.0,259.0,EWE
1,10/29/2017 20:00,0.0,259.0,EWE
1,10/29/2017 21:00,0.0,0.0,EWE
1,10/29/2017 22:00,0.0,293.0,EWE
1,10/29/2017 23:00,0.0,326.0,EWE
1,10/30/2017 0:00,0.0,56.0,EWE
1,10/30/2017 1:00,0.0,270.0,EWE
1,10/30/2017 2:00,0.0,315.0,EWE
