Scenario,datetime,WS,WD,FireScenario
1,10/21/2017 0:00,3.96,45.0,EWE
1,10/21/2017 1:00,0.0,11.0,EWE
1,10/21/2017 2:00,0.0,293.0,EWE
1,10/21/2017 3:00,0.36,23.0,EWE
1,10/21/2017 4:00,0.0,0.0,EWE
1,10/21/2017 5:00,0.0,293.0,EWE
1,10/21/2017 6:00,0.0,293.0,EWE
1,10/21/2017 7:00,0.0,281.0,EWE
1,10/21/2017 8:00,0.0,281.0,EWE
1,10/21/2017 9:00,0.0,281.0,EWE
1,10/21/2017 10:00,0.0,169.0,EWE
1,10/21/2017 11:00,0.0,248.0,EWE
1,10/21/2017 12:00,1.8,124.0,EWE
1,10/21/2017 13:00,5.04,68.0,EWE
1,10/21/2017 14:00,3.96,79.0,EWE
1,10/21/2017 15:00,7.56,135.0,EWE
1,10/21/2017 16:00,3.24,124.0,EWE
