Scenario,datetime,WS,WD,FireScenario
1,10/7/2017 12:00,3.24,203.0,EWE
1,10/7/2017 13:00,4.68,203.0,EWE
1,10/7/2017 14:00,4.68,203.0,EWE
1,10/7/2017 15:00,5.04,34.0,EWE
1,10/7/2017 16:00,2.52,45.0,EWE
1,10/7/2017 17:00,1.44,158.0,EWE
1,10/7/2017 18:00,0.0,101.0,EWE
1,10/7/2017 19:00,0.0,11.0,EWE
1,10/7/2017 20:00,0.0,326.0,EWE
1,10/7/2017 21:00,0.0,45.0,EWE
1,10/7/2017 22:00,0.0,293.0,EWE
1,10/7/2017 23:00,0.0,326.0,EWE
1,10/8/2017 0:00,0.0,23.0,EWE
1,10/8/2017 1:00,0.0,34.0,EWE
1,10/8/2017 2:00,0.0,56.0,EWE
1,10/8/2017 3:00,0.0,45.0,EWE
