Scenario,datetime,WS,WD,TM,RH
DMC 75,2021-02-15 12:00:00,6.0,100.0,22.3,46.7
DMC 75,2021-02-15 13:00:00,7.1,74.0,24.4,41.2
DMC 75,2021-02-15 14:00:00,7.6,137.0,25.5,39.0
DMC 75,2021-02-15 15:00:00,8.6,350.0,26.0,36.9
DMC 75,2021-02-15 16:00:00,5.9,46.0,26.0,36.3
DMC 75,2021-02-15 17:00:00,11.6,44.0,25.5,39.6
DMC 75,2021-02-15 18:00:00,14.0,20.0,23.5,43.4
DMC 75,2021-02-15 19:00:00,11.3,6.0,20.5,47.1
DMC 75,2021-02-15 20:00:00,8.4,4.0,17.2,46.5
DMC 75,2021-02-15 21:00:00,4.8,5.0,15.1,55.7
DMC 75,2021-02-15 22:00:00,4.8,344.0,13.1,62.6
DMC 75,2021-02-15 23:00:00,4.2,57.0,11.0,64.2
