Scenario,datetime,WS,WD,TM,RH
DMC 62,2023-01-16 16:00:00,12.9,333.0,28.4,29.0
DMC 62,2023-01-16 17:00:00,13.5,63.0,27.0,33.1
DMC 62,2023-01-16 18:00:00,14.1,352.0,26.5,33.2
DMC 62,2023-01-16 19:00:00,14.9,8.0,24.7,35.2
DMC 62,2023-01-16 20:00:00,17.1,359.0,22.3,38.8
DMC 62,2023-01-16 21:00:00,16.9,17.0,20.5,40.8
DMC 62,2023-01-16 22:00:00,16.3,8.0,18.9,42.4
DMC 62,2023-01-16 23:00:00,21.6,0.0,17.9,40.6
DMC 62,2023-01-17 00:00:00,16.3,12.0,16.1,47.4
DMC 62,2023-01-17 01:00:00,13.0,330.0,15.1,52.3
DMC 62,2023-01-17 02:00:00,5.5,328.0,13.1,61.8
DMC 62,2023-01-17 03:00:00,4.1,202.0,11.0,73.2
