Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
test,2007-03-09,30,133,1
