Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
test,2007-03-09,26,18,1
