Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
test,2007-03-09,7,84,1
