Scenario,datetime,WS,WD,FireScenario
1,10/22/2017 8:00,0.0,90.0,EWE
1,10/22/2017 9:00,0.0,90.0,EWE
1,10/22/2017 10:00,0.36,56.0,EWE
1,10/22/2017 11:00,0.72,270.0,EWE
1,10/22/2017 12:00,1.08,326.0,EWE
1,10/22/2017 13:00,1.44,338.0,EWE
1,10/22/2017 14:00,2.16,259.0,EWE
1,10/22/2017 15:00,2.52,293.0,EWE
1,10/22/2017 16:00,2.16,304.0,EWE
1,10/22/2017 17:00,0.72,225.0,EWE
1,10/22/2017 18:00,0.36,124.0,EWE
1,10/22/2017 19:00,0.36,158.0,EWE
1,10/22/2017 20:00,0.0,214.0,EWE
1,10/22/2017 21:00,0.0,293.0,EWE
1,10/22/2017 22:00,0.0,23.0,EWE
1,10/22/2017 23:00,0.0,56.0,EWE
1,10/23/2017 0:00,0.0,68.0,EWE
1,10/23/2017 1:00,0.0,293.0,EWE
1,10/23/2017 2:00,0.0,338.0,EWE
1,10/23/2017 3:00,0.0,304.0,EWE
