Scenario,datetime,WS,WD,FireScenario
1,10/24/2017 3:00,0.0,124.0,EWE
1,10/24/2017 4:00,0.0,236.0,EWE
1,10/24/2017 5:00,0.0,56.0,EWE
1,10/24/2017 6:00,0.0,124.0,EWE
1,10/24/2017 7:00,0.0,304.0,EWE
1,10/24/2017 8:00,0.0,158.0,EWE
1,10/24/2017 9:00,0.0,124.0,EWE
1,10/24/2017 10:00,0.0,79.0,EWE
1,10/24/2017 11:00,0.0,124.0,EWE
1,10/24/2017 12:00,0.0,191.0,EWE
1,10/24/2017 13:00,1.08,326.0,EWE
1,10/24/2017 14:00,1.44,169.0,EWE
1,10/24/2017 15:00,1.08,79.0,EWE
1,10/24/2017 16:00,1.08,293.0,EWE
1,10/24/2017 17:00,0.0,180.0,EWE
1,10/24/2017 18:00,0.0,146.0,EWE
1,10/24/2017 19:00,0.0,101.0,EWE
1,10/24/2017 20:00,0.0,236.0,EWE
1,10/24/2017 21:00,0.0,304.0,EWE
1,10/24/2017 22:00,0.0,68.0,EWE
1,10/24/2017 23:00,0.0,191.0,EWE
1,10/25/2017 0:00,0.0,90.0,EWE
1,10/25/2017 1:00,0.0,214.0,EWE
1,10/25/2017 2:00,0.0,23.0,EWE
1,10/25/2017 3:00,0.0,45.0,EWE
1,10/25/2017 4:00,0.0,90.0,EWE
1,10/25/2017 5:00,0.0,146.0,EWE
1,10/25/2017 6:00,0.0,214.0,EWE
1,10/25/2017 7:00,0.0,315.0,EWE
1,10/25/2017 8:00,0.0,180.0,EWE
1,10/25/2017 9:00,0.0,135.0,EWE
1,10/25/2017 10:00,0.0,270.0,EWE
1,10/25/2017 11:00,0.0,34.0,EWE
1,10/25/2017 12:00,0.0,236.0,EWE
1,10/25/2017 13:00,0.36,180.0,EWE
