Scenario,datetime,WS,WD,FireScenario
1,10/13/2017 12:00,3.6,101.0,EWE
1,10/13/2017 13:00,3.6,304.0,EWE
1,10/13/2017 14:00,3.96,281.0,EWE
1,10/13/2017 15:00,3.6,315.0,EWE
1,10/13/2017 16:00,6.84,304.0,EWE
1,10/13/2017 17:00,3.96,236.0,EWE
1,10/13/2017 18:00,0.72,169.0,EWE
1,10/13/2017 19:00,0.36,236.0,EWE
1,10/13/2017 20:00,0.0,180.0,EWE
1,10/13/2017 21:00,0.0,180.0,EWE
1,10/13/2017 22:00,0.0,56.0,EWE
1,10/13/2017 23:00,0.0,214.0,EWE
1,10/14/2017 0:00,0.0,79.0,EWE
1,10/14/2017 1:00,0.0,45.0,EWE
1,10/14/2017 2:00,0.0,45.0,EWE
1,10/14/2017 3:00,0.0,45.0,EWE
1,10/14/2017 4:00,0.0,45.0,EWE
1,10/14/2017 5:00,0.0,169.0,EWE
1,10/14/2017 6:00,0.0,203.0,EWE
