Scenario,datetime,WS,WD,FireScenario
1,10/14/2017 10:00,0.0,11.0,EWE
1,10/14/2017 11:00,0.36,90.0,EWE
1,10/14/2017 12:00,0.36,68.0,EWE
1,10/14/2017 13:00,1.08,203.0,EWE
1,10/14/2017 14:00,2.88,259.0,EWE
1,10/14/2017 15:00,2.52,248.0,EWE
1,10/14/2017 16:00,1.44,23.0,EWE
1,10/14/2017 17:00,0.0,191.0,EWE
1,10/14/2017 18:00,0.0,169.0,EWE
1,10/14/2017 19:00,0.0,169.0,EWE
1,10/14/2017 20:00,0.0,68.0,EWE
1,10/14/2017 21:00,0.0,270.0,EWE
1,10/14/2017 22:00,0.0,124.0,EWE
1,10/14/2017 23:00,0.0,326.0,EWE
