Scenario,datetime,WS,WD,FireScenario
1,10/3/2017 19:00,1.08,158.0,EWE
1,10/3/2017 20:00,0.72,180.0,EWE
1,10/3/2017 21:00,0.0,56.0,EWE
1,10/3/2017 22:00,0.0,349.0,EWE
1,10/3/2017 23:00,0.0,113.0,EWE
1,10/4/2017 0:00,0.0,315.0,EWE
1,10/4/2017 1:00,0.0,68.0,EWE
1,10/4/2017 2:00,0.0,259.0,EWE
1,10/4/2017 3:00,0.0,0.0,EWE
1,10/4/2017 4:00,0.0,281.0,EWE
1,10/4/2017 5:00,0.0,225.0,EWE
1,10/4/2017 6:00,0.0,158.0,EWE
1,10/4/2017 7:00,0.0,304.0,EWE
1,10/4/2017 8:00,0.0,56.0,EWE
1,10/4/2017 9:00,0.0,79.0,EWE
1,10/4/2017 10:00,0.0,191.0,EWE
1,10/4/2017 11:00,0.72,11.0,EWE
1,10/4/2017 12:00,1.08,293.0,EWE
1,10/4/2017 13:00,2.52,326.0,EWE
1,10/4/2017 14:00,6.48,214.0,EWE
1,10/4/2017 15:00,5.4,225.0,EWE
