Scenario,datetime,WS,WD,FireScenario
1,10/25/2017 12:00,0.0,236.0,EWE
1,10/25/2017 13:00,0.36,180.0,EWE
1,10/25/2017 14:00,1.08,180.0,EWE
1,10/25/2017 15:00,1.08,203.0,EWE
1,10/25/2017 16:00,3.24,281.0,EWE
1,10/25/2017 17:00,2.88,180.0,EWE
1,10/25/2017 18:00,2.52,79.0,EWE
1,10/25/2017 19:00,0.0,225.0,EWE
1,10/25/2017 20:00,0.0,191.0,EWE
1,10/25/2017 21:00,0.0,158.0,EWE
1,10/25/2017 22:00,0.0,68.0,EWE
1,10/25/2017 23:00,0.0,158.0,EWE
1,10/26/2017 0:00,0.0,281.0,EWE
1,10/26/2017 1:00,0.0,203.0,EWE
1,10/26/2017 2:00,0.0,90.0,EWE
1,10/26/2017 3:00,0.0,214.0,EWE
1,10/26/2017 4:00,0.0,236.0,EWE
1,10/26/2017 5:00,0.0,135.0,EWE
1,10/26/2017 6:00,0.0,315.0,EWE
1,10/26/2017 7:00,0.0,225.0,EWE
1,10/26/2017 8:00,0.0,293.0,EWE
1,10/26/2017 9:00,0.0,214.0,EWE
1,10/26/2017 10:00,0.0,169.0,EWE
1,10/26/2017 11:00,0.0,0.0,EWE
1,10/26/2017 12:00,0.0,45.0,EWE
1,10/26/2017 13:00,0.0,304.0,EWE
1,10/26/2017 14:00,1.08,315.0,EWE
1,10/26/2017 15:00,0.72,225.0,EWE
1,10/26/2017 16:00,0.36,68.0,EWE
1,10/26/2017 17:00,0.0,248.0,EWE
1,10/26/2017 18:00,0.0,113.0,EWE
1,10/26/2017 19:00,0.0,68.0,EWE
1,10/26/2017 20:00,0.0,90.0,EWE
1,10/26/2017 21:00,0.0,158.0,EWE
1,10/26/2017 22:00,0.0,90.0,EWE
1,10/26/2017 23:00,0.0,158.0,EWE
1,10/27/2017 0:00,0.0,158.0,EWE
