140602,139946,7,3.88
140602,141258,7,3.88
140602,140603,7,3.88
140602,140601,7,3.88
140602,139947,10,3.88
140602,139945,10,3.88
140602,141259,10,3.88
140602,141257,10,3.88
140601,140600,15,3.88
140603,140604,15,3.88
141258,141914,15,3.88
139946,139290,15,3.88
141914,142570,18,10.99
141914,141915,18,10.99
141914,141913,18,10.99
141257,141913,18,3.88
141257,141256,18,3.88
141259,141915,18,3.88
141259,141260,18,3.88
139945,139289,18,3.88
139945,139944,18,3.88
139947,139291,18,3.88
139947,139948,18,3.88
140601,139944,18,3.88
140601,141256,18,3.88
140603,139948,18,3.88
140603,141260,18,3.88
141258,141915,18,3.88
141258,141913,18,3.88
139946,139291,18,3.88
139946,139289,18,3.88
141914,142571,19,10.99
141914,142569,19,10.99
142570,143226,21,10.99
141913,141912,21,10.99
141257,141912,21,3.88
141259,141916,21,3.88
139945,139288,21,3.88
139947,139292,21,3.88
142569,143225,22,10.99
142569,142568,22,10.99
142571,143227,22,10.99
142571,142572,22,10.99
142570,143227,22,10.99
142570,143225,22,10.99
141913,142568,22,10.99
142569,143224,23,10.99
142571,143228,23,10.99
140600,140599,23,3.88
140604,140605,23,3.88
139290,138634,23,3.88
143226,143882,24,10.99
141912,141911,24,10.99
143225,143881,25,10.99
143227,143883,25,10.99
142568,142567,25,10.99
143226,143883,25,10.99
143226,143881,25,10.99
141912,141255,25,10.99
141912,142567,25,10.99
143224,143880,26,10.99
143224,143223,26,10.99
143225,143880,26,10.99
143227,143884,26,10.99
142568,143223,26,10.99
139944,139943,26,3.88
139289,138633,26,3.88
139291,138635,26,3.88
141260,141261,26,3.88
139948,139949,26,3.88
140600,139943,26,3.88
140604,139949,26,3.88
140604,141261,26,3.88
139290,138635,26,3.88
139290,138633,26,3.88
143882,144538,27,10.99
141911,141910,27,10.99
143224,143879,27,10.99
142567,142566,28,10.99
143881,144537,28,10.99
143883,144539,28,10.99
143882,144539,28,10.99
143882,144537,28,10.99
141911,141254,28,10.99
141911,142566,28,10.99
143228,143229,28,6.67
138634,137978,28,6.67
143880,144536,29,10.99
143223,143222,29,10.99
142567,143222,29,10.99
143881,144536,29,10.99
143883,144540,29,10.99
141916,141917,29,3.88
139288,138632,29,3.88
139288,139287,29,3.88
139292,138636,29,3.88
139292,139293,29,3.88
139944,139287,29,3.88
139289,138632,29,3.88
139291,138636,29,3.88
141260,141917,29,3.88
139948,139293,29,3.88
144538,145194,30,10.99
143879,144535,30,10.99
143879,143878,30,10.99
143880,144535,30,10.99
143223,143878,30,10.99
143228,142573,30,6.67
143228,143885,30,6.67
138634,137979,30,6.67
138634,137977,30,6.67
142572,142573,30,3.88
144537,145193,31,10.99
144539,145195,31,10.99
142566,142565,31,10.99
144538,145195,31,10.99
144538,145193,31,10.99
143879,144534,31,10.99
140599,140598,31,3.88
140605,140606,31,3.88
143222,143221,32,10.99
144536,145192,32,10.99
144537,145192,32,10.99
144539,145196,32,10.99
142566,141909,32,10.99
142566,143221,32,10.99
141910,141909,32,6.67
139288,138631,32,3.88
139292,138637,32,3.88
143878,143877,33,10.99
145194,145850,33,10.99
144535,145191,33,10.99
143222,143877,33,10.99
144536,145191,33,10.99
143229,143230,33,6.67
137978,137322,33,6.67
143884,144541,33,6.67
141261,141262,33,4.59
142565,142564,34,10.99
144534,145190,34,10.99
144534,144533,34,10.99
145193,145849,34,10.99
145195,145851,34,10.99
143878,144533,34,10.99
145194,145851,34,10.99
145194,145849,34,10.99
144535,145190,34,10.99
141910,141253,34,6.67
139949,139950,34,3.88
139943,139942,34,3.88
140599,139942,34,3.88
140605,139950,34,3.88
145192,145848,35,10.99
143221,143220,35,10.99
142565,141908,35,10.99
142565,143220,35,10.99
144534,145189,35,10.99
145193,145848,35,10.99
145195,145852,35,10.99
137977,137321,35,6.67
137977,137976,35,6.67
143885,143886,35,6.67
143229,142574,35,6.67
143229,143886,35,6.67
137978,137323,35,6.67
137978,137321,35,6.67
143877,143876,36,10.99
145850,146506,36,10.99
145191,145847,36,10.99
145192,145847,36,10.99
143221,143876,36,10.99
144540,145197,36,6.67
141261,141918,36,4.59
144533,144532,37,10.99
145849,146505,37,10.99
145851,146507,37,10.99
142564,142563,37,10.99
145190,145846,37,10.99
143877,144532,37,10.99
145850,146507,37,10.99
145850,146505,37,10.99
145191,145846,37,10.99
137977,137320,37,6.67
143885,144542,37,6.67
138636,137980,37,3.88
139287,139286,37,3.88
139293,139294,37,3.88
139949,139294,37,3.88
139943,139286,37,3.88
138635,137980,37,3.88
143220,143219,38,10.99
145848,146504,38,10.99
145189,145845,38,10.99
145189,145188,38,10.99
144533,145188,38,10.99
145849,146504,38,10.99
145851,146508,38,10.99
142564,141907,38,10.99
142564,143219,38,10.99
145190,145845,38,10.99
146506,147162,39,10.99
145847,146503,39,10.99
143876,143875,39,10.99
143220,143875,39,10.99
145848,146503,39,10.99
145189,145844,39,10.99
141909,141252,39,6.67
145196,145853,39,6.67
140598,140597,39,3.88
140606,140607,39,3.88
141254,140597,39,3.88
142563,142562,40,10.99
145846,146502,40,10.99
146505,147161,40,10.99
146507,147163,40,10.99
144532,144531,40,10.99
146506,147163,40,10.99
146506,147161,40,10.99
145847,146502,40,10.99
143876,144531,40,10.99
137976,137975,40,6.67
144541,145198,40,6.67
141262,141263,40,4.59
138631,137975,40,3.88
138631,138630,40,3.88
138637,137981,40,3.88
138637,138638,40,3.88
138636,137981,40,3.88
139287,138630,40,3.88
138632,137975,40,3.88
139293,138638,40,3.88
145188,145187,41,10.99
146504,147160,41,10.99
143219,143218,41,10.99
145845,146501,41,10.99
142563,141906,41,10.99
142563,143218,41,10.99
145846,146501,41,10.99
146505,147160,41,10.99
146507,147164,41,10.99
144532,145187,41,10.99
143230,143231,41,3.88
137322,136666,41,3.88
137979,137324,41,3.88
145844,146500,42,10.99
145844,145843,42,10.99
143875,143874,42,10.99
146503,147159,42,10.99
147162,147818,42,10.99
145188,145843,42,10.99
146504,147159,42,10.99
143219,143874,42,10.99
145845,146500,42,10.99
137976,137319,42,6.67
141908,141251,42,6.67
145852,146509,42,6.67
139950,139951,42,3.88
139942,139941,42,3.88
140598,139941,42,3.88
140606,139951,42,3.88
146502,147158,43,10.99
147163,147819,43,10.99
142562,142561,43,10.99
147161,147817,43,10.99
144531,144530,43,10.99
145844,146499,43,10.99
143875,144530,43,10.99
146503,147158,43,10.99
147162,147819,43,10.99
147162,147817,43,10.99
141918,141919,43,4.59
145197,145854,43,6.67
142574,142575,43,3.88
137323,136667,43,3.88
137321,136665,43,3.88
143886,143887,43,3.88
141262,141919,43,4.59
138631,137974,43,3.88
138637,137982,43,3.88
145187,145186,44,10.99
141906,141250,44,10.99
141906,141905,44,10.99
147160,147816,44,10.99
146501,147157,44,10.99
147164,147820,44,10.99
147164,147165,44,10.99
143218,143217,44,10.99
146502,147157,44,10.99
147163,147820,44,10.99
142562,141905,44,10.99
142562,143217,44,10.99
147161,147816,44,10.99
144531,145186,44,10.99
141252,140596,44,6.67
147818,148474,45,10.99
147159,147815,45,10.99
145843,145842,45,10.99
143874,143873,45,10.99
146500,147156,45,10.99
145187,145842,45,10.99
141906,141249,45,10.99
147160,147815,45,10.99
146501,147156,45,10.99
147164,147821,45,10.99
143218,143873,45,10.99
137320,136664,45,3.88
139294,139295,45,3.88
144542,144543,45,3.88
139286,139285,45,3.88
139950,139295,45,3.88
139942,139285,45,3.88
147158,147814,46,10.99
144530,144529,46,10.99
147819,148475,46,10.99
142561,142560,46,10.99
147817,148473,46,10.99
146499,147155,46,10.99
146499,146498,46,10.99
147818,148475,46,10.99
147818,148473,46,10.99
147159,147814,46,10.99
145843,146498,46,10.99
143874,144529,46,10.99
146500,147155,46,10.99
145853,146510,46,6.67
141252,140595,46,6.67
140607,140608,46,4.59
137323,136668,46,3.88
143217,143216,47,10.99
145186,145185,47,10.99
147820,148476,47,10.99
141905,141904,47,10.99
147157,147813,47,10.99
147816,148472,47,10.99
147158,147813,47,10.99
144530,145185,47,10.99
147819,148476,47,10.99
142561,141904,47,10.99
142561,143216,47,10.99
147817,148472,47,10.99
146499,147154,47,10.99
141263,141264,47,4.59
137975,137318,47,6.67
148474,149130,48,10.99
143873,143872,48,10.99
147821,148477,48,10.99
147821,147822,48,10.99
141249,140593,48,10.99
141249,141248,48,10.99
147815,148471,48,10.99
145842,145841,48,10.99
143217,143872,48,10.99
145186,145841,48,10.99
147820,148477,48,10.99
141905,141248,48,10.99
147157,147812,48,10.99
147816,148471,48,10.99
137974,137973,48,6.67
145198,145199,48,3.88
138630,138629,48,3.88
138638,138639,48,3.88
137320,136663,48,3.88
139294,138639,48,3.88
144542,145199,48,3.88
139286,138629,48,3.88
137980,137325,48,3.88
147814,148470,49,10.99
146498,146497,49,10.99
142560,142559,49,10.99
148475,149131,49,10.99
144529,144528,49,10.99
148473,149129,49,10.99
148474,149131,49,10.99
148474,149129,49,10.99
143873,144528,49,10.99
147821,147166,49,10.99
147821,148478,49,10.99
141249,140594,49,10.99
141249,140592,49,10.99
147815,148470,49,10.99
145842,146497,49,10.99
141250,140594,49,6.67
147165,147166,49,6.67
146509,147166,49,6.67
141251,140594,49,6.67
139951,139952,49,4.59
143231,143232,49,3.88
136666,136010,49,3.88
140607,139952,49,4.59
141904,141903,50,10.99
147154,147810,50,10.99
147154,147153,50,10.99
148476,149132,50,10.99
145185,145184,50,10.99
143216,143215,50,10.99
148472,149128,50,10.99
147814,148469,50,10.99
146498,147153,50,10.99
142560,141903,50,10.99
142560,143215,50,10.99
148475,149132,50,10.99
144529,145184,50,10.99
148473,149128,50,10.99
141919,141920,50,4.59
142575,142576,50,4.59
137974,137317,50,6.67
139941,139940,50,3.88
141263,141920,50,4.59
140597,139940,50,3.88
141248,141247,51,10.99
148471,149127,51,10.99
140593,139937,51,10.99
143872,143871,51,10.99
145841,145840,51,10.99
149130,149786,51,10.99
147822,147823,51,10.99
148477,149133,51,10.99
141904,141247,51,10.99
147154,147811,51,10.99
147154,147809,51,10.99
148476,149133,51,10.99
145185,145840,51,10.99
143216,143871,51,10.99
148472,149127,51,10.99
136665,136009,51,3.88
143887,143888,51,3.88
145854,145855,51,3.88
145198,145855,51,3.88
138638,137983,51,3.88
148478,149134,52,10.99
148478,148479,52,10.99
142559,142558,52,10.99
149131,149787,52,10.99
146497,146496,52,10.99
140592,139936,52,10.99
140592,140591,52,10.99
149129,149785,52,10.99
144528,144527,52,10.99
141248,140591,52,10.99
148471,149126,52,10.99
140593,139938,52,10.99
140593,139936,52,10.99
143872,144527,52,10.99
145841,146496,52,10.99
149130,149787,52,10.99
149130,149785,52,10.99
147822,147167,52,10.99
147822,148479,52,10.99
148477,149134,52,10.99
137318,136662,52,6.67
139951,139296,52,4.59
136666,136011,52,3.88
149132,149788,53,10.99
143215,143214,53,10.99
149128,149784,53,10.99
147153,147152,53,10.99
145184,145183,53,10.99
147810,148466,53,10.99
141903,141902,53,10.99
148478,149135,53,10.99
142559,141902,53,10.99
142559,143214,53,10.99
149131,149788,53,10.99
146497,147152,53,10.99
140592,139935,53,10.99
149129,149784,53,10.99
144528,145183,53,10.99
137973,137972,53,6.67
138629,138628,53,6.67
140608,140609,53,4.59
136664,136008,53,3.88
144543,144544,53,3.88
139285,139284,53,3.88
139941,139284,53,3.88
145840,145839,54,10.99
139937,139281,54,10.99
149133,149789,54,10.99
141247,141246,54,10.99
149786,150442,54,10.99
149127,149783,54,10.99
143871,143870,54,10.99
147823,147824,54,10.99
147809,148465,54,10.99
147809,147808,54,10.99
149132,149789,54,10.99
143215,143870,54,10.99
149128,149783,54,10.99
147153,147808,54,10.99
145184,145839,54,10.99
147810,148467,54,10.99
147810,148465,54,10.99
141903,141246,54,10.99
141264,141265,54,4.59
137318,136661,54,6.67
146510,146511,54,3.88
140595,139939,54,3.88
145854,146511,54,3.88
139936,139280,55,10.99
146496,146495,55,10.99
149785,150441,55,10.99
142558,142557,55,10.99
147167,147168,55,10.99
149134,149790,55,10.99
149787,150443,55,10.99
148479,148480,55,10.99
140591,140590,55,10.99
144527,144526,55,10.99
139938,139282,55,10.99
145840,146495,55,10.99
139937,139282,55,10.99
139937,139280,55,10.99
149133,149790,55,10.99
141247,140590,55,10.99
149786,150443,55,10.99
149786,150441,55,10.99
149127,149782,55,10.99
143871,144526,55,10.99
147823,147168,55,10.99
147823,148480,55,10.99
147809,148464,55,10.99
137317,137316,55,6.67
137973,137316,55,6.67
149784,150440,56,10.99
147152,147151,56,10.99
149135,149791,56,10.99
149135,149136,56,10.99
145183,145182,56,10.99
149788,150444,56,10.99
143214,143213,56,10.99
139935,139279,56,10.99
139935,139934,56,10.99
141902,141901,56,10.99
139936,139279,56,10.99
146496,147151,56,10.99
149785,150440,56,10.99
142558,141901,56,10.99
142558,143213,56,10.99
147167,146512,56,10.99
149134,149791,56,10.99
149787,150444,56,10.99
148479,149136,56,10.99
140591,139934,56,10.99
144527,145182,56,10.99
139938,139283,56,10.99
143232,143233,56,4.59
139952,139953,56,4.59
138639,138640,56,3.88
136663,136007,56,3.88
145199,145200,56,3.88
140608,139953,56,4.59
136664,136007,56,3.88
144543,145200,56,3.88
139295,138640,56,3.88
143870,143869,57,10.99
139281,138625,57,10.99
