Instance,datetime,WS,WD,TMP,RH
CHI2015,08-03-2014 18:00,6.48,337,28.200000762939453,57.2
CHI2015,08-03-2014 19:00,12.96,337,28.100000381469727,48.8
CHI2015,08-03-2014 20:00,12.96,315,32.0,45.0
CHI2015,08-03-2014 21:00,4.68,315,28.200000762939453,47.4
CHI2015,08-03-2014 22:00,4.68,315,30.0,44.0
CHI2015,08-03-2014 23:00,3.24,315,28.399999618530273,60.6
CHI2015,09-03-2014 0:00,9.72,315,28.799999237060547,54.6
CHI2015,09-03-2014 1:00,9.72,315,33.20000076293945,31.6
CHI2015,09-03-2014 2:00,11.16,337,28.799999237060547,54.6
CHI2015,09-03-2014 3:00,9.72,292,28.200000762939453,47.4
CHI2015,09-03-2014 4:00,9.72,292,29.299999237060547,54.0
CHI2015,09-03-2014 5:00,7.92,337,30.399999618530273,35.6
CHI2015,09-03-2014 6:00,3.24,270,28.700000762939453,26.2
CHI2015,09-03-2014 7:00,4.68,315,28.299999237060547,63.8
CHI2015,09-03-2014 8:00,7.92,315,34.70000076293945,29.6
CHI2015,09-03-2014 9:00,7.92,315,28.100000381469727,62.2
CHI2015,09-03-2014 10:00,9.72,337,33.20000076293945,31.6
CHI2015,09-03-2014 11:00,12.96,315,28.700000762939453,26.2
CHI2015,09-03-2014 12:00,12.96,315,28.299999237060547,25.8
CHI2015,09-03-2014 13:00,17.64,315,28.100000381469727,62.2
CHI2015,09-03-2014 14:00,16.2,315,28.299999237060547,57.0
CHI2015,09-03-2014 15:00,17.64,315,29.299999237060547,54.0
