Instance,datetime,WS,WD,TMP,RH
CHI2015,04-01-2014 16:00,19.44,337,30.0,44.0
CHI2015,04-01-2014 17:00,19.44,315,30.200000762939453,49.8
CHI2015,04-01-2014 18:00,17.64,315,28.299999237060547,57.0
CHI2015,04-01-2014 19:00,16.2,315,30.0,44.8
CHI2015,04-01-2014 20:00,14.4,315,30.299999237060547,42.8
CHI2015,04-01-2014 21:00,7.92,270,35.400001525878906,32.2
CHI2015,04-01-2014 22:00,9.72,157,28.700000762939453,26.2
CHI2015,04-01-2014 23:00,9.72,202,30.100000381469727,43.6
CHI2015,05-01-2014 0:00,11.16,180,30.700000762939453,37.6
CHI2015,05-01-2014 1:00,11.16,180,28.299999237060547,59.2
