Instance,datetime,WS,WD,TMP,RH
CHI2015,15-02-2014 19:00,10.8171428571429,169.285714285714,29.700000762939453,52.4
CHI2015,15-02-2014 20:00,10.8857142857143,171.428571428571,31.600000381469727,39.0
CHI2015,15-02-2014 21:00,10.9542857142857,173.571428571429,30.100000381469727,43.6
CHI2015,15-02-2014 22:00,11.0228571428571,175.714285714286,29.399999618530273,63.0
CHI2015,15-02-2014 23:00,11.0914285714286,177.857142857143,28.100000381469727,48.8
CHI2015,16-02-2014 0:00,11.16,180.0,28.899999618530273,47.4
CHI2015,16-02-2014 1:00,11.16,180.0,28.100000381469727,58.2
CHI2015,16-02-2014 2:00,11.16,180.0,30.0,44.0
CHI2015,16-02-2014 3:00,6.48,315.0,30.399999618530273,35.6
CHI2015,16-02-2014 4:00,3.24,292.0,28.600000381469727,55.0
CHI2015,16-02-2014 5:00,7.92,225.0,29.100000381469727,44.0
CHI2015,16-02-2014 6:00,7.92,157.0,30.799999237060547,54.4
CHI2015,16-02-2014 7:00,9.72,135.0,29.200000762939453,41.0
CHI2015,16-02-2014 8:00,11.16,157.0,28.399999618530273,60.6
CHI2015,16-02-2014 9:00,11.16,157.0,30.799999237060547,54.4
CHI2015,16-02-2014 10:00,11.16,180.0,30.0,44.8
CHI2015,16-02-2014 11:00,7.92,112.0,29.299999237060547,54.0
CHI2015,16-02-2014 12:00,7.92,112.0,30.799999237060547,54.4
CHI2015,16-02-2014 13:00,7.92,112.0,28.200000762939453,67.6
CHI2015,16-02-2014 14:00,7.92,90.0,28.399999618530273,63.2
CHI2015,16-02-2014 15:00,11.16,337.0,28.700000762939453,26.2
CHI2015,16-02-2014 16:00,12.96,337.0,31.700000762939453,38.2
CHI2015,16-02-2014 17:00,14.4,315.0,28.100000381469727,58.2
CHI2015,16-02-2014 18:00,9.72,315.0,29.200000762939453,41.0
CHI2015,16-02-2014 19:00,9.72,315.0,31.799999237060547,38.8
CHI2015,16-02-2014 20:00,14.4,292.0,28.600000381469727,55.0
CHI2015,16-02-2014 21:00,14.4,292.0,28.299999237060547,59.2
CHI2015,16-02-2014 22:00,12.84,262.0,29.200000762939453,37.0
