Instance,datetime,WS,WD,TMP,RH
CHI2015,10-03-2014 17:00,8.91,297.625,30.100000381469727,43.6
CHI2015,10-03-2014 18:00,8.1,303.25,31.600000381469727,39.0
CHI2015,10-03-2014 19:00,7.29,308.875,29.100000381469727,44.0
CHI2015,10-03-2014 20:00,6.48,314.5,28.899999618530273,47.4
CHI2015,10-03-2014 21:00,5.67,320.125,28.700000762939453,51.8
CHI2015,10-03-2014 22:00,4.86,325.75,28.299999237060547,59.2
CHI2015,10-03-2014 23:00,4.05,331.375,33.20000076293945,31.6
CHI2015,11-03-2014 0:00,3.24,337.0,31.700000762939453,38.2
CHI2015,11-03-2014 1:00,7.92,315.0,31.100000381469727,41.0
CHI2015,11-03-2014 2:00,7.92,315.0,30.799999237060547,54.4
CHI2015,11-03-2014 3:00,7.92,337.0,28.700000762939453,51.8
CHI2015,11-03-2014 4:00,7.92,337.0,28.5,63.8
CHI2015,11-03-2014 5:00,7.92,337.0,28.299999237060547,63.8
CHI2015,11-03-2014 6:00,9.72,337.0,28.100000381469727,62.2
CHI2015,11-03-2014 7:00,9.72,315.0,31.399999618530273,39.0
CHI2015,11-03-2014 8:00,9.72,315.0,30.0,44.8
CHI2015,11-03-2014 9:00,6.48,337.0,29.700000762939453,52.4
CHI2015,11-03-2014 10:00,9.72,315.0,28.299999237060547,57.6
CHI2015,11-03-2014 11:00,9.72,315.0,31.799999237060547,34.2
CHI2015,11-03-2014 12:00,11.16,247.0,34.099998474121094,32.2
CHI2015,11-03-2014 13:00,6.48,270.0,30.299999237060547,42.8
CHI2015,11-03-2014 14:00,11.16,292.0,28.100000381469727,62.2
CHI2015,11-03-2014 15:00,11.16,292.0,31.700000762939453,38.2
CHI2015,11-03-2014 16:00,7.92,292.0,28.899999618530273,47.4
CHI2015,11-03-2014 17:00,7.92,292.0,35.400001525878906,32.2
CHI2015,11-03-2014 18:00,6.48,315.0,28.5,63.8
CHI2015,11-03-2014 19:00,6.48,292.0,30.0,44.8
CHI2015,11-03-2014 20:00,6.48,315.0,28.600000381469727,55.0
CHI2015,11-03-2014 21:00,4.68,315.0,30.100000381469727,43.6
CHI2015,11-03-2014 22:00,4.68,292.0,29.399999618530273,63.0
CHI2015,11-03-2014 23:00,7.92,315.0,30.200000762939453,49.8
CHI2015,12-03-2014 0:00,6.48,315.0,30.700000762939453,37.6
