Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
test,2007-03-09,19,238,1
