Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
test,2007-03-09,30,146,1
