Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
test,2007-03-09,5,342,1
