Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
test,2007-03-09,19,203,1
