Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
test,2007-03-09,21,112,1
