Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
test,2007-03-09,7,316,1
