Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
test,2007-03-09,17,94,1
