Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
test,2007-03-09,1,10,1
