Instance,datetime,WS,WD,TMP,RH
CHI2015,06-01-2014 13:00,7.92,157,28.899999618530273,52.6
CHI2015,06-01-2014 14:00,7.92,157,28.899999618530273,52.6
CHI2015,06-01-2014 15:00,7.92,157,29.5,51.6
CHI2015,06-01-2014 16:00,7.92,157,29.700000762939453,52.4
CHI2015,06-01-2014 17:00,7.92,157,30.799999237060547,54.4
CHI2015,06-01-2014 18:00,7.92,157,28.700000762939453,57.0
CHI2015,06-01-2014 19:00,7.92,157,31.799999237060547,34.2
CHI2015,06-01-2014 20:00,7.92,157,31.399999618530273,39.0
CHI2015,06-01-2014 21:00,7.92,157,33.29999923706055,40.6
CHI2015,06-01-2014 22:00,7.92,157,32.0,45.0
CHI2015,06-01-2014 23:00,7.92,157,30.700000762939453,37.6
CHI2015,07-01-2014 0:00,7.92,157,31.600000381469727,39.0
CHI2015,08-01-2014 4:00,12.96,337,33.20000076293945,31.6
CHI2015,08-01-2014 5:00,12.96,337,31.600000381469727,39.0
CHI2015,08-01-2014 6:00,12.96,337,31.600000381469727,37.6
CHI2015,08-01-2014 7:00,12.96,337,28.200000762939453,47.4
CHI2015,08-01-2014 8:00,12.96,337,30.0,44.0
CHI2015,08-01-2014 9:00,12.96,337,28.700000762939453,67.0
CHI2015,08-01-2014 10:00,12.96,337,28.100000381469727,48.8
CHI2015,08-01-2014 11:00,12.96,337,28.399999618530273,63.2
