Scenario,datetime,WS,WD,FireScenario
1,10/25/2017 12:00,0.0,236,EWE
1,10/25/2017 13:00,0.36,180,EWE
1,10/25/2017 14:00,1.08,180,EWE
1,10/25/2017 15:00,1.08,203,EWE
1,10/25/2017 16:00,3.24,281,EWE
1,10/25/2017 17:00,2.88,180,EWE
1,10/25/2017 18:00,2.52,79,EWE
1,10/25/2017 19:00,0.0,225,EWE
1,10/25/2017 20:00,0.0,191,EWE
1,10/25/2017 21:00,0.0,158,EWE
1,10/25/2017 22:00,0.0,68,EWE
1,10/25/2017 23:00,0.0,158,EWE
1,10/26/2017 0:00,0.0,281,EWE
1,10/26/2017 1:00,0.0,203,EWE
1,10/26/2017 2:00,0.0,90,EWE
1,10/26/2017 3:00,0.0,214,EWE
1,10/26/2017 4:00,0.0,236,EWE
1,10/26/2017 5:00,0.0,135,EWE
1,10/26/2017 6:00,0.0,315,EWE
1,10/26/2017 7:00,0.0,225,EWE
1,10/26/2017 8:00,0.0,293,EWE
1,10/26/2017 9:00,0.0,214,EWE
1,10/26/2017 10:00,0.0,169,EWE
1,10/26/2017 11:00,0.0,360,EWE
1,10/26/2017 12:00,0.0,45,EWE
1,10/26/2017 13:00,0.0,304,EWE
1,10/26/2017 14:00,1.08,315,EWE
1,10/26/2017 15:00,0.72,225,EWE
1,10/26/2017 16:00,0.36,68,EWE
1,10/26/2017 17:00,0.0,248,EWE
1,10/26/2017 18:00,0.0,113,EWE
1,10/26/2017 19:00,0.0,68,EWE
1,10/26/2017 20:00,0.0,90,EWE
1,10/26/2017 21:00,0.0,158,EWE
1,10/26/2017 22:00,0.0,90,EWE
1,10/26/2017 23:00,0.0,158,EWE
1,10/27/2017 0:00,0.0,158,EWE
