Scenario,datetime,WS,WD,FireScenario
1,10/14/2017 13:00,1.08,203,EWE
1,10/14/2017 14:00,2.88,259,EWE
1,10/14/2017 15:00,2.52,248,EWE
1,10/14/2017 16:00,1.44,23,EWE
1,10/14/2017 17:00,0.0,191,EWE
1,10/14/2017 18:00,0.0,169,EWE
1,10/14/2017 19:00,0.0,169,EWE
1,10/14/2017 20:00,0.0,68,EWE
1,10/14/2017 21:00,0.0,270,EWE
1,10/14/2017 22:00,0.0,124,EWE
1,10/14/2017 23:00,0.0,326,EWE
1,10/15/2017 0:00,0.0,191,EWE
1,10/15/2017 1:00,0.0,101,EWE
1,10/15/2017 2:00,0.0,113,EWE
1,10/15/2017 3:00,0.0,45,EWE
1,10/15/2017 4:00,0.0,225,EWE
1,10/15/2017 5:00,0.0,180,EWE
1,10/15/2017 6:00,0.0,79,EWE
1,10/15/2017 7:00,0.0,304,EWE
1,10/15/2017 8:00,0.0,225,EWE
1,10/15/2017 9:00,0.0,191,EWE
1,10/15/2017 10:00,0.0,113,EWE
1,10/15/2017 11:00,0.0,169,EWE
1,10/15/2017 12:00,0.72,326,EWE
1,10/15/2017 13:00,1.44,281,EWE
1,10/15/2017 14:00,1.08,304,EWE
1,10/15/2017 15:00,2.16,315,EWE
1,10/15/2017 16:00,2.52,349,EWE
1,10/15/2017 17:00,2.16,304,EWE
1,10/15/2017 18:00,1.08,101,EWE
1,10/15/2017 19:00,1.08,113,EWE
1,10/15/2017 20:00,0.72,214,EWE
1,10/15/2017 21:00,1.44,68,EWE
1,10/15/2017 22:00,1.44,34,EWE
1,10/15/2017 23:00,5.76,169,EWE
1,10/16/2017 0:00,4.68,225,EWE
1,10/16/2017 1:00,2.52,191,EWE
1,10/16/2017 2:00,0.36,146,EWE
1,10/16/2017 3:00,2.16,214,EWE
1,10/16/2017 4:00,0.72,315,EWE
1,10/16/2017 5:00,0.0,248,EWE
1,10/16/2017 6:00,0.72,169,EWE
1,10/16/2017 7:00,0.36,169,EWE
1,10/16/2017 8:00,1.08,191,EWE
