Scenario,datetime,WS,WD,FireScenario
1,10/11/2017 20:00,0.0,225,EWE
1,10/11/2017 21:00,0.0,225,EWE
1,10/11/2017 22:00,0.0,146,EWE
1,10/11/2017 23:00,0.0,326,EWE
1,10/12/2017 0:00,0.0,326,EWE
1,10/12/2017 1:00,0.0,45,EWE
1,10/12/2017 2:00,0.0,304,EWE
1,10/12/2017 3:00,0.0,158,EWE
1,10/12/2017 4:00,0.0,158,EWE
1,10/12/2017 5:00,0.0,169,EWE
1,10/12/2017 6:00,0.0,281,EWE
1,10/12/2017 7:00,0.0,326,EWE
1,10/12/2017 8:00,0.0,326,EWE
1,10/12/2017 9:00,0.0,191,EWE
1,10/12/2017 10:00,0.0,214,EWE
1,10/12/2017 11:00,0.36,293,EWE
1,10/12/2017 12:00,1.08,326,EWE
1,10/12/2017 13:00,0.72,90,EWE
1,10/12/2017 14:00,0.72,45,EWE
1,10/12/2017 15:00,0.72,68,EWE
1,10/12/2017 16:00,2.88,293,EWE
1,10/12/2017 17:00,3.24,158,EWE
1,10/12/2017 18:00,0.72,169,EWE
1,10/12/2017 19:00,0.36,225,EWE
1,10/12/2017 20:00,0.0,56,EWE
1,10/12/2017 21:00,0.0,281,EWE
1,10/12/2017 22:00,0.0,259,EWE
1,10/12/2017 23:00,0.0,270,EWE
1,10/13/2017 0:00,0.0,293,EWE
1,10/13/2017 1:00,0.0,45,EWE
1,10/13/2017 2:00,0.0,169,EWE
1,10/13/2017 3:00,0.0,169,EWE
1,10/13/2017 4:00,0.0,113,EWE
1,10/13/2017 5:00,0.0,113,EWE
