Scenario,datetime,WS,WD,FireScenario
1,10/24/2017 6:00,0.0,124,EWE
1,10/24/2017 7:00,0.0,304,EWE
1,10/24/2017 8:00,0.0,158,EWE
1,10/24/2017 9:00,0.0,124,EWE
1,10/24/2017 10:00,0.0,79,EWE
1,10/24/2017 11:00,0.0,124,EWE
1,10/24/2017 12:00,0.0,191,EWE
1,10/24/2017 13:00,1.08,326,EWE
1,10/24/2017 14:00,1.44,169,EWE
1,10/24/2017 15:00,1.08,79,EWE
1,10/24/2017 16:00,1.08,293,EWE
1,10/24/2017 17:00,0.0,180,EWE
1,10/24/2017 18:00,0.0,146,EWE
1,10/24/2017 19:00,0.0,101,EWE
1,10/24/2017 20:00,0.0,236,EWE
1,10/24/2017 21:00,0.0,304,EWE
1,10/24/2017 22:00,0.0,68,EWE
