Instance,datetime,WS,WD,TMP,RH
CHI2015,06-01-2014 16:00,7.92,337.0,30.399999618530273,39.2
CHI2015,06-01-2014 17:00,7.92,337.0,28.899999618530273,52.6
CHI2015,06-01-2014 18:00,7.92,337.0,28.299999237060547,59.2
CHI2015,06-01-2014 19:00,7.92,337.0,29.100000381469727,47.0
CHI2015,06-01-2014 20:00,7.92,337.0,28.299999237060547,63.8
CHI2015,06-01-2014 21:00,7.92,337.0,30.100000381469727,43.6
CHI2015,06-01-2014 22:00,7.92,337.0,28.399999618530273,63.2
CHI2015,06-01-2014 23:00,7.92,337.0,28.700000762939453,51.8
CHI2015,07-01-2014 0:00,7.92,337.0,28.100000381469727,58.2
CHI2015,08-01-2014 4:00,12.96,157.0,28.200000762939453,67.6
CHI2015,08-01-2014 5:00,12.96,157.0,33.29999923706055,40.6
CHI2015,08-01-2014 6:00,12.96,157.0,30.799999237060547,54.4
CHI2015,08-01-2014 7:00,12.96,157.0,28.100000381469727,62.2
CHI2015,08-01-2014 8:00,12.96,157.0,35.400001525878906,32.2
CHI2015,08-01-2014 9:00,12.96,157.0,33.0,37.0
CHI2015,08-01-2014 10:00,12.96,157.0,31.100000381469727,41.0
CHI2015,08-01-2014 11:00,12.96,157.0,28.200000762939453,67.6
CHI2015,08-01-2014 12:00,12.96,157.0,29.600000381469727,46.6
CHI2015,08-01-2014 13:00,12.96,157.0,34.70000076293945,29.6
CHI2015,08-01-2014 14:00,12.96,157.0,32.0,45.0
CHI2015,08-01-2014 15:00,12.96,157.0,29.200000762939453,41.0
CHI2015,08-01-2014 16:00,12.96,157.0,29.200000762939453,37.0
CHI2015,08-01-2014 17:00,12.96,157.0,31.600000381469727,39.0
CHI2015,08-01-2014 18:00,12.96,157.0,28.299999237060547,57.0
CHI2015,08-01-2014 19:00,12.96,157.0,30.299999237060547,42.8
CHI2015,08-01-2014 20:00,12.96,157.0,28.700000762939453,57.0
CHI2015,08-01-2014 21:00,12.96,157.0,29.5,51.6
CHI2015,08-01-2014 22:00,12.96,157.0,28.299999237060547,63.8
CHI2015,08-01-2014 23:00,12.96,157.0,29.600000381469727,46.6
CHI2015,09-01-2014 0:00,12.96,157.0,32.0,45.0
CHI2015,09-01-2014 1:00,7.92,135.0,29.100000381469727,47.0
CHI2015,09-01-2014 2:00,9.72,135.0,29.200000762939453,41.0
CHI2015,09-01-2014 3:00,9.72,157.0,28.799999237060547,54.6
CHI2015,09-01-2014 4:00,7.92,112.0,34.099998474121094,32.2
CHI2015,09-01-2014 5:00,7.92,112.0,28.399999618530273,60.6
CHI2015,09-01-2014 6:00,6.48,67.0,28.899999618530273,52.6
CHI2015,09-01-2014 7:00,4.68,45.0,28.299999237060547,63.8
CHI2015,09-01-2014 8:00,7.92,22.0,28.200000762939453,67.6
CHI2015,09-01-2014 9:00,7.92,67.0,28.299999237060547,25.8
CHI2015,09-01-2014 10:00,4.68,90.0,33.29999923706055,40.6
CHI2015,09-01-2014 11:00,4.68,337.0,28.299999237060547,63.8
CHI2015,09-01-2014 12:00,3.24,337.0,28.600000381469727,55.0
CHI2015,09-01-2014 13:00,4.68,292.0,28.200000762939453,47.4
CHI2015,09-01-2014 14:00,6.48,315.0,28.700000762939453,26.2
CHI2015,09-01-2014 15:00,9.72,135.0,30.0,44.0
CHI2015,09-01-2014 16:00,11.16,135.0,28.299999237060547,57.0
CHI2015,09-01-2014 17:00,12.96,135.0,31.100000381469727,41.0
CHI2015,09-01-2014 18:00,12.96,135.0,28.899999618530273,52.6
CHI2015,09-01-2014 19:00,7.92,112.0,29.5,51.6
CHI2015,09-01-2014 20:00,9.72,90.0,28.100000381469727,48.8
CHI2015,09-01-2014 21:00,9.72,90.0,33.0,37.0
CHI2015,09-01-2014 22:00,9.12,60.0,35.400001525878906,32.2
CHI2015,09-01-2014 23:00,8.52,30.0,29.600000381469727,46.6
CHI2015,10-01-2014 0:00,7.92,0.0,29.299999237060547,54.0
CHI2015,10-01-2014 1:00,4.68,315.0,28.100000381469727,58.2
CHI2015,10-01-2014 2:00,6.48,0.0,28.700000762939453,51.8
CHI2015,10-01-2014 3:00,7.92,0.0,28.299999237060547,59.2
CHI2015,10-01-2014 4:00,9.72,0.0,29.100000381469727,47.0
CHI2015,10-01-2014 5:00,9.72,337.0,28.700000762939453,67.0
CHI2015,10-01-2014 6:00,11.16,337.0,28.299999237060547,25.8
CHI2015,10-01-2014 7:00,11.16,337.0,28.600000381469727,55.0
CHI2015,10-01-2014 8:00,9.72,337.0,28.700000762939453,26.2
CHI2015,10-01-2014 9:00,9.72,315.0,28.299999237060547,59.2
CHI2015,10-01-2014 10:00,4.68,315.0,29.600000381469727,46.6
CHI2015,10-01-2014 11:00,6.48,157.0,31.399999618530273,39.0
CHI2015,10-01-2014 12:00,6.48,157.0,28.399999618530273,63.2
CHI2015,10-01-2014 13:00,11.16,157.0,30.399999618530273,35.6
CHI2015,10-01-2014 14:00,14.4,135.0,28.200000762939453,57.2
