Instance,datetime,WS,WD,TMP,RH
CHI2015,30-01-2014 14:00,10.4123076923077,295.461538461538,29.200000762939453,41.0
CHI2015,30-01-2014 15:00,10.6615384615385,309.307692307692,29.299999237060547,54.0
CHI2015,30-01-2014 16:00,10.9107692307692,323.153846153846,28.299999237060547,59.2
CHI2015,30-01-2014 17:00,11.16,337.0,29.200000762939453,41.0
CHI2015,30-01-2014 18:00,6.48,315.0,33.20000076293945,31.6
CHI2015,30-01-2014 19:00,7.92,337.0,32.70000076293945,41.8
CHI2015,30-01-2014 20:00,9.72,337.0,33.20000076293945,31.6
CHI2015,30-01-2014 21:00,7.92,315.0,28.700000762939453,26.2
CHI2015,30-01-2014 22:00,7.92,337.0,32.70000076293945,41.8
CHI2015,30-01-2014 23:00,7.92,337.0,29.100000381469727,44.0
CHI2015,31-01-2014 0:00,19.44,270.0,28.200000762939453,67.6
CHI2015,31-01-2014 1:00,19.44,292.0,30.0,44.0
CHI2015,31-01-2014 2:00,16.2,292.0,31.799999237060547,38.8
CHI2015,31-01-2014 3:00,16.2,292.0,29.200000762939453,41.0
CHI2015,31-01-2014 4:00,15.96,285.571428571429,30.200000762939453,49.8
CHI2015,31-01-2014 5:00,15.72,279.142857142857,28.200000762939453,67.6
CHI2015,31-01-2014 6:00,15.48,272.714285714286,28.200000762939453,67.6
CHI2015,31-01-2014 7:00,15.24,266.285714285714,32.0,45.0
CHI2015,31-01-2014 8:00,15.0,259.857142857143,28.299999237060547,59.2
CHI2015,31-01-2014 9:00,14.76,253.428571428571,28.899999618530273,47.4
CHI2015,31-01-2014 10:00,14.52,247.0,28.200000762939453,47.4
CHI2015,31-01-2014 11:00,14.28,240.571428571429,30.200000762939453,49.8
CHI2015,31-01-2014 12:00,14.04,234.142857142857,29.600000381469727,46.6
CHI2015,31-01-2014 13:00,13.8,227.714285714286,28.899999618530273,47.4
CHI2015,31-01-2014 14:00,13.56,221.285714285714,29.399999618530273,63.0
CHI2015,31-01-2014 15:00,13.32,214.857142857143,28.299999237060547,57.6
CHI2015,31-01-2014 16:00,13.08,208.428571428571,28.299999237060547,25.8
CHI2015,31-01-2014 17:00,12.84,202.0,34.099998474121094,32.2
CHI2015,31-01-2014 18:00,12.6,195.571428571429,29.200000762939453,41.0
CHI2015,31-01-2014 19:00,12.36,189.142857142857,28.399999618530273,63.2
CHI2015,31-01-2014 20:00,12.12,182.714285714286,30.200000762939453,49.8
CHI2015,31-01-2014 21:00,11.88,176.285714285714,29.600000381469727,46.6
