Instance,datetime,WS,WD,TMP,RH
CHI2015,03-03-2014 13:00,14.4,315.0,31.600000381469727,37.6
CHI2015,03-03-2014 14:00,14.4,315.0,28.399999618530273,63.2
CHI2015,03-03-2014 15:00,14.4,315.0,28.700000762939453,51.8
CHI2015,03-03-2014 16:00,12.96,337.0,30.200000762939453,49.8
CHI2015,03-03-2014 17:00,12.96,337.0,31.700000762939453,38.2
CHI2015,03-03-2014 18:00,12.96,337.0,30.200000762939453,49.8
CHI2015,03-03-2014 19:00,9.72,337.0,29.600000381469727,46.6
CHI2015,03-03-2014 20:00,9.72,337.0,29.399999618530273,63.0
CHI2015,03-03-2014 21:00,9.72,337.0,31.100000381469727,41.0
CHI2015,03-03-2014 22:00,7.08,224.666666666667,31.700000762939453,38.2
CHI2015,03-03-2014 23:00,4.44,112.333333333333,30.399999618530273,35.6
CHI2015,04-03-2014 0:00,1.8,0.0,34.099998474121094,32.2
CHI2015,04-03-2014 1:00,1.8,0.0,28.200000762939453,67.6
CHI2015,04-03-2014 2:00,3.24,337.0,28.100000381469727,62.2
CHI2015,04-03-2014 3:00,6.48,315.0,29.5,51.6
CHI2015,04-03-2014 4:00,9.72,315.0,28.200000762939453,67.6
CHI2015,04-03-2014 5:00,9.72,337.0,30.0,44.8
CHI2015,04-03-2014 6:00,7.92,315.0,28.299999237060547,57.0
CHI2015,04-03-2014 7:00,7.92,315.0,33.0,37.0
CHI2015,04-03-2014 8:00,7.92,337.0,30.399999618530273,35.6
CHI2015,04-03-2014 9:00,7.92,337.0,29.299999237060547,54.0
CHI2015,04-03-2014 10:00,11.16,337.0,28.299999237060547,59.2
