Instance,datetime,WS,WD,TMP,RH
CHI2015,17-03-2014 19:00,9.72,22.0,28.299999237060547,59.2
CHI2015,17-03-2014 20:00,9.72,315.0,28.200000762939453,67.6
CHI2015,17-03-2014 21:00,9.72,22.0,31.799999237060547,38.8
CHI2015,17-03-2014 22:00,6.48,337.0,31.799999237060547,34.2
CHI2015,17-03-2014 23:00,6.48,337.0,34.099998474121094,32.2
CHI2015,18-03-2014 0:00,6.48,337.0,28.899999618530273,47.4
CHI2015,18-03-2014 1:00,7.92,337.0,28.5,63.8
CHI2015,18-03-2014 2:00,9.72,337.0,28.200000762939453,57.2
CHI2015,18-03-2014 3:00,9.72,0.0,30.399999618530273,39.2
CHI2015,18-03-2014 4:00,9.72,0.0,28.299999237060547,57.0
CHI2015,18-03-2014 5:00,7.92,0.0,30.399999618530273,35.6
CHI2015,18-03-2014 6:00,9.72,337.0,29.200000762939453,41.0
CHI2015,18-03-2014 7:00,11.16,0.0,30.799999237060547,54.4
CHI2015,18-03-2014 8:00,11.16,0.0,33.20000076293945,31.6
CHI2015,18-03-2014 9:00,6.48,337.0,33.20000076293945,31.6
CHI2015,18-03-2014 10:00,9.72,292.0,33.20000076293945,31.6
CHI2015,18-03-2014 11:00,9.72,247.0,29.100000381469727,47.0
