Instance,datetime,WS,WD,TMP,RH
CHI2015,05-03-2014 11:00,4.68,135.0,34.70000076293945,29.6
CHI2015,05-03-2014 12:00,11.16,157.0,33.29999923706055,40.6
CHI2015,05-03-2014 13:00,14.4,135.0,33.0,37.0
CHI2015,05-03-2014 14:00,14.4,157.0,29.299999237060547,54.0
CHI2015,05-03-2014 15:00,14.4,157.0,31.600000381469727,37.6
CHI2015,05-03-2014 16:00,13.88,137.0,30.399999618530273,39.2
CHI2015,05-03-2014 17:00,13.36,117.0,29.299999237060547,54.0
CHI2015,05-03-2014 18:00,12.84,97.0,28.700000762939453,57.0
CHI2015,05-03-2014 19:00,12.32,77.0,28.700000762939453,57.0
CHI2015,05-03-2014 20:00,11.8,57.0,28.700000762939453,67.0
CHI2015,05-03-2014 21:00,11.28,37.0,35.400001525878906,32.2
CHI2015,05-03-2014 22:00,10.76,17.0,28.899999618530273,52.6
CHI2015,05-03-2014 23:00,10.24,357.0,30.0,44.0
CHI2015,06-03-2014 0:00,9.72,337.0,30.200000762939453,49.8
CHI2015,06-03-2014 1:00,11.16,0.0,32.70000076293945,41.8
CHI2015,06-03-2014 2:00,11.16,0.0,30.200000762939453,49.8
CHI2015,06-03-2014 3:00,9.72,337.0,31.799999237060547,34.2
CHI2015,06-03-2014 4:00,7.92,0.0,29.200000762939453,37.0
CHI2015,06-03-2014 5:00,6.48,0.0,33.29999923706055,40.6
CHI2015,06-03-2014 6:00,7.92,337.0,31.399999618530273,39.0
CHI2015,06-03-2014 7:00,7.92,337.0,30.0,44.8
