Instance,datetime,WS,WD,TMP,RH
CHI2015,19-03-2014 14:00,14.4,157.0,32.0,45.0
CHI2015,19-03-2014 15:00,16.2,135.0,29.700000762939453,52.4
CHI2015,19-03-2014 16:00,12.96,135.0,28.399999618530273,63.2
CHI2015,19-03-2014 17:00,9.72,135.0,28.799999237060547,54.6
CHI2015,19-03-2014 18:00,6.48,157.0,28.299999237060547,25.8
CHI2015,19-03-2014 19:00,6.48,157.0,33.20000076293945,31.6
CHI2015,19-03-2014 20:00,7.128,125.60000000000002,31.700000762939453,38.2
CHI2015,19-03-2014 21:00,7.776,94.19999999999999,31.799999237060547,34.2
CHI2015,19-03-2014 22:00,8.424,62.80000000000001,28.399999618530273,60.6
CHI2015,19-03-2014 23:00,9.072,31.399999999999977,28.700000762939453,67.0
CHI2015,20-03-2014 0:00,9.72,0.0,30.299999237060547,42.8
CHI2015,20-03-2014 1:00,9.72,337.0,32.0,45.0
CHI2015,20-03-2014 2:00,7.92,0.0,33.0,37.0
CHI2015,20-03-2014 3:00,4.68,0.0,28.700000762939453,67.0
CHI2015,20-03-2014 4:00,4.68,22.0,32.70000076293945,41.8
CHI2015,20-03-2014 5:00,4.68,135.0,28.799999237060547,54.6
CHI2015,20-03-2014 6:00,4.68,135.0,28.700000762939453,26.2
CHI2015,20-03-2014 7:00,6.48,157.0,29.600000381469727,46.6
CHI2015,20-03-2014 8:00,12.96,157.0,29.200000762939453,37.0
CHI2015,20-03-2014 9:00,16.2,135.0,28.899999618530273,47.4
CHI2015,20-03-2014 10:00,14.4,135.0,28.700000762939453,26.2
CHI2015,20-03-2014 11:00,11.16,157.0,28.200000762939453,67.6
CHI2015,20-03-2014 12:00,12.96,157.0,28.700000762939453,57.0
CHI2015,20-03-2014 13:00,12.96,157.0,30.399999618530273,39.2
