Instance,datetime,WS,WD,TMP,RH
CHI2015,07-03-2014 11:00,4.68,202.0,30.799999237060547,54.4
CHI2015,07-03-2014 12:00,12.96,157.0,29.100000381469727,47.0
CHI2015,07-03-2014 13:00,14.4,157.0,31.799999237060547,38.8
CHI2015,07-03-2014 14:00,14.4,135.0,28.200000762939453,47.4
CHI2015,07-03-2014 15:00,16.2,135.0,29.399999618530273,63.0
CHI2015,07-03-2014 16:00,16.2,157.0,28.100000381469727,58.2
CHI2015,07-03-2014 17:00,14.4,135.0,30.0,44.8
CHI2015,07-03-2014 18:00,12.96,135.0,28.100000381469727,62.2
CHI2015,07-03-2014 19:00,9.72,135.0,28.100000381469727,58.2
CHI2015,07-03-2014 20:00,9.72,135.0,29.100000381469727,44.0
CHI2015,07-03-2014 21:00,9.72,101.25,30.0,44.0
CHI2015,07-03-2014 22:00,9.72,67.5,28.899999618530273,47.4
CHI2015,07-03-2014 23:00,9.72,33.75,28.100000381469727,58.2
CHI2015,08-03-2014 0:00,9.72,0.0,28.100000381469727,62.2
CHI2015,08-03-2014 1:00,11.16,0.0,29.100000381469727,47.0
CHI2015,08-03-2014 2:00,11.16,337.0,29.399999618530273,63.0
CHI2015,08-03-2014 3:00,9.72,337.0,29.100000381469727,44.0
CHI2015,08-03-2014 4:00,9.72,0.0,30.700000762939453,37.6
CHI2015,08-03-2014 5:00,4.68,0.0,28.399999618530273,63.2
CHI2015,08-03-2014 6:00,3.24,315.0,29.5,51.6
CHI2015,08-03-2014 7:00,3.24,0.0,28.899999618530273,47.4
CHI2015,08-03-2014 8:00,3.24,157.0,34.70000076293945,29.6
