Instance,datetime,WS,WD,TMP,RH
CHI2015,12-02-2014 14:00,14.4,315,29.700000762939453,52.4
CHI2015,12-02-2014 15:00,14.4,315,28.700000762939453,67.0
CHI2015,12-02-2014 16:00,14.4,315,28.899999618530273,52.6
CHI2015,12-02-2014 17:00,14.4,315,30.399999618530273,35.6
CHI2015,12-02-2014 18:00,12.96,315,34.099998474121094,32.2
CHI2015,12-02-2014 19:00,11.16,315,34.70000076293945,29.6
CHI2015,12-02-2014 20:00,7.92,315,33.0,37.0
CHI2015,12-02-2014 21:00,4.68,247,35.400001525878906,32.2
CHI2015,12-02-2014 22:00,11.16,157,35.400001525878906,32.2
CHI2015,12-02-2014 23:00,11.16,135,28.700000762939453,57.0
CHI2015,13-02-2014 0:00,12.96,157,28.299999237060547,25.8
CHI2015,13-02-2014 1:00,7.92,157,31.799999237060547,38.8
CHI2015,13-02-2014 2:00,6.48,135,31.700000762939453,38.2
CHI2015,13-02-2014 3:00,6.48,135,29.600000381469727,46.6
CHI2015,13-02-2014 4:00,6.48,157,30.399999618530273,35.6
CHI2015,13-02-2014 5:00,7.92,135,28.200000762939453,57.2
CHI2015,13-02-2014 6:00,9.72,135,28.299999237060547,57.6
CHI2015,13-02-2014 7:00,9.72,180,28.299999237060547,57.0
CHI2015,13-02-2014 8:00,9.72,157,30.700000762939453,37.6
CHI2015,13-02-2014 9:00,9.72,135,29.600000381469727,46.6
CHI2015,13-02-2014 10:00,11.16,202,30.799999237060547,54.4
CHI2015,13-02-2014 11:00,12.96,180,31.799999237060547,38.8
CHI2015,13-02-2014 12:00,16.2,180,32.0,45.0
CHI2015,13-02-2014 13:00,16.2,135,29.700000762939453,52.4
CHI2015,13-02-2014 14:00,14.4,67,28.100000381469727,62.2
CHI2015,13-02-2014 15:00,14.4,112,29.100000381469727,44.0
CHI2015,13-02-2014 16:00,16.2,112,33.29999923706055,40.6
CHI2015,13-02-2014 17:00,16.2,135,32.70000076293945,41.8
CHI2015,13-02-2014 18:00,14.4,157,28.799999237060547,54.6
CHI2015,13-02-2014 19:00,14.4,112,29.399999618530273,63.0
CHI2015,13-02-2014 20:00,14.4,112,35.400001525878906,32.2
CHI2015,13-02-2014 21:00,12.96,135,35.400001525878906,32.2
CHI2015,13-02-2014 22:00,9.72,135,28.100000381469727,62.2
CHI2015,13-02-2014 23:00,9.72,180,28.100000381469727,62.2
CHI2015,14-02-2014 0:00,11.16,180,28.100000381469727,62.2
CHI2015,14-02-2014 1:00,9.72,247,29.700000762939453,52.4
CHI2015,14-02-2014 2:00,9.72,247,29.299999237060547,54.0
CHI2015,14-02-2014 3:00,11.16,202,30.700000762939453,37.6
CHI2015,14-02-2014 4:00,11.16,202,28.700000762939453,67.0
CHI2015,14-02-2014 5:00,11.16,202,28.700000762939453,57.0
CHI2015,14-02-2014 6:00,9.72,202,31.600000381469727,37.6
CHI2015,14-02-2014 7:00,9.72,202,29.200000762939453,41.0
CHI2015,14-02-2014 8:00,9.72,225,29.600000381469727,46.6
CHI2015,14-02-2014 9:00,9.72,225,31.600000381469727,37.6
CHI2015,14-02-2014 10:00,9.72,157,32.70000076293945,41.8
CHI2015,14-02-2014 11:00,9.72,135,28.200000762939453,67.6
CHI2015,14-02-2014 12:00,9.72,112,28.200000762939453,47.4
CHI2015,14-02-2014 13:00,12.96,112,28.399999618530273,63.2
CHI2015,14-02-2014 14:00,11.16,157,30.399999618530273,39.2
CHI2015,14-02-2014 15:00,14.4,135,28.200000762939453,57.2
