Instance,datetime,WS,WD,TMP,RH
CHI2015,28-02-2014 18:00,14.4,315.0,28.299999237060547,63.8
CHI2015,28-02-2014 19:00,9.72,270.0,31.700000762939453,38.2
CHI2015,28-02-2014 20:00,4.68,247.0,29.200000762939453,41.0
CHI2015,28-02-2014 21:00,9.72,202.0,30.0,44.0
CHI2015,28-02-2014 22:00,11.16,157.0,28.299999237060547,59.2
CHI2015,28-02-2014 23:00,10.44,157.0,29.100000381469727,47.0
CHI2015,01-03-2014 0:00,9.72,157.0,30.200000762939453,49.8
CHI2015,01-03-2014 1:00,11.16,180.0,28.100000381469727,62.2
CHI2015,01-03-2014 2:00,11.16,180.0,28.200000762939453,57.2
CHI2015,01-03-2014 3:00,11.16,157.0,30.700000762939453,37.6
CHI2015,01-03-2014 4:00,11.16,157.0,28.5,63.8
CHI2015,01-03-2014 5:00,11.16,180.0,29.100000381469727,47.0
CHI2015,01-03-2014 6:00,12.96,157.0,30.299999237060547,42.8
CHI2015,01-03-2014 7:00,14.4,157.0,35.400001525878906,32.2
CHI2015,01-03-2014 8:00,14.4,180.0,30.0,44.8
CHI2015,01-03-2014 9:00,12.96,157.0,28.700000762939453,57.0
CHI2015,01-03-2014 10:00,9.72,157.0,29.700000762939453,52.4
CHI2015,01-03-2014 11:00,7.92,157.0,28.399999618530273,63.2
CHI2015,01-03-2014 12:00,7.92,112.0,28.200000762939453,47.4
CHI2015,01-03-2014 13:00,11.16,112.0,30.100000381469727,43.6
CHI2015,01-03-2014 14:00,9.72,112.0,31.399999618530273,39.0
CHI2015,01-03-2014 15:00,12.96,337.0,31.700000762939453,38.2
CHI2015,01-03-2014 16:00,14.4,315.0,28.299999237060547,57.0
CHI2015,01-03-2014 17:00,14.4,315.0,32.0,45.0
CHI2015,01-03-2014 18:00,12.96,337.0,28.299999237060547,57.0
CHI2015,01-03-2014 19:00,11.16,337.0,28.399999618530273,63.2
CHI2015,01-03-2014 20:00,3.24,337.0,28.700000762939453,26.2
CHI2015,01-03-2014 21:00,6.48,202.0,33.29999923706055,40.6
CHI2015,01-03-2014 22:00,7.92,180.0,28.5,63.8
CHI2015,01-03-2014 23:00,9.72,157.0,31.100000381469727,41.0
CHI2015,02-03-2014 0:00,11.16,180.0,30.700000762939453,37.6
CHI2015,02-03-2014 1:00,11.16,157.0,28.700000762939453,67.0
CHI2015,02-03-2014 2:00,11.16,157.0,33.29999923706055,40.6
CHI2015,02-03-2014 3:00,11.16,157.0,29.700000762939453,52.4
CHI2015,02-03-2014 4:00,4.68,225.0,34.70000076293945,29.6
CHI2015,02-03-2014 5:00,6.48,180.0,31.100000381469727,41.0
CHI2015,02-03-2014 6:00,7.92,157.0,28.299999237060547,25.8
CHI2015,02-03-2014 7:00,7.92,180.0,31.700000762939453,38.2
CHI2015,02-03-2014 8:00,6.48,180.0,31.799999237060547,38.8
CHI2015,02-03-2014 9:00,9.72,180.0,28.399999618530273,63.2
CHI2015,02-03-2014 10:00,3.24,337.0,30.0,44.8
CHI2015,02-03-2014 11:00,4.68,337.0,28.299999237060547,63.8
CHI2015,02-03-2014 12:00,4.68,292.0,33.29999923706055,40.6
CHI2015,02-03-2014 13:00,12.96,337.0,29.200000762939453,37.0
CHI2015,02-03-2014 14:00,12.96,337.0,29.100000381469727,47.0
CHI2015,02-03-2014 15:00,12.96,315.0,28.100000381469727,62.2
CHI2015,02-03-2014 16:00,12.96,337.0,34.099998474121094,32.2
CHI2015,02-03-2014 17:00,11.16,315.0,28.399999618530273,60.6
CHI2015,02-03-2014 18:00,11.16,315.0,30.100000381469727,43.6
CHI2015,02-03-2014 19:00,10.92,288.666666666667,28.700000762939453,57.0
CHI2015,02-03-2014 20:00,10.68,262.333333333333,30.700000762939453,37.6
CHI2015,02-03-2014 21:00,10.44,236.0,29.100000381469727,44.0
CHI2015,02-03-2014 22:00,10.2,209.666666666667,33.0,37.0
CHI2015,02-03-2014 23:00,9.96,183.333333333333,28.100000381469727,62.2
CHI2015,03-03-2014 0:00,9.72,157.0,33.20000076293945,31.6
CHI2015,03-03-2014 1:00,6.48,157.0,28.200000762939453,57.2
CHI2015,03-03-2014 2:00,1.8,135.0,28.200000762939453,57.2
CHI2015,03-03-2014 3:00,1.8,135.0,31.100000381469727,41.0
CHI2015,03-03-2014 4:00,1.8,112.0,30.200000762939453,49.8
CHI2015,03-03-2014 5:00,3.24,135.0,30.100000381469727,43.6
CHI2015,03-03-2014 6:00,1.8,135.0,35.400001525878906,32.2
CHI2015,03-03-2014 7:00,3.24,135.0,28.299999237060547,57.6
CHI2015,03-03-2014 8:00,3.24,135.0,31.799999237060547,34.2
CHI2015,03-03-2014 9:00,1.8,135.0,28.200000762939453,67.6
CHI2015,03-03-2014 10:00,4.68,292.0,32.0,45.0
CHI2015,03-03-2014 11:00,7.92,337.0,28.299999237060547,59.2
CHI2015,03-03-2014 12:00,12.96,337.0,30.799999237060547,54.4
CHI2015,03-03-2014 13:00,14.4,315.0,28.299999237060547,57.0
CHI2015,03-03-2014 14:00,14.4,315.0,31.700000762939453,38.2
CHI2015,03-03-2014 15:00,14.4,315.0,29.299999237060547,54.0
CHI2015,03-03-2014 16:00,12.96,337.0,28.299999237060547,25.8
CHI2015,03-03-2014 17:00,12.96,337.0,28.399999618530273,63.2
CHI2015,03-03-2014 18:00,12.96,337.0,28.700000762939453,57.0
CHI2015,03-03-2014 19:00,9.72,337.0,30.0,44.0
CHI2015,03-03-2014 20:00,9.72,337.0,28.700000762939453,57.0
CHI2015,03-03-2014 21:00,9.72,337.0,28.299999237060547,25.8
CHI2015,03-03-2014 22:00,7.08,224.666666666667,29.700000762939453,52.4
CHI2015,03-03-2014 23:00,4.44,112.333333333333,28.700000762939453,26.2
CHI2015,04-03-2014 0:00,1.8,0.0,31.799999237060547,34.2
CHI2015,04-03-2014 1:00,1.8,0.0,28.299999237060547,59.2
CHI2015,04-03-2014 2:00,3.24,337.0,29.200000762939453,41.0
CHI2015,04-03-2014 3:00,6.48,315.0,33.0,37.0
CHI2015,04-03-2014 4:00,9.72,315.0,28.299999237060547,63.8
CHI2015,04-03-2014 5:00,9.72,337.0,29.100000381469727,44.0
CHI2015,04-03-2014 6:00,7.92,315.0,29.100000381469727,47.0
CHI2015,04-03-2014 7:00,7.92,315.0,28.100000381469727,62.2
CHI2015,04-03-2014 8:00,7.92,337.0,28.899999618530273,47.4
CHI2015,04-03-2014 9:00,7.92,337.0,31.399999618530273,39.0
CHI2015,04-03-2014 10:00,11.16,337.0,28.700000762939453,51.8
CHI2015,04-03-2014 11:00,12.96,337.0,28.700000762939453,57.0
CHI2015,04-03-2014 12:00,12.96,315.0,30.399999618530273,35.6
CHI2015,04-03-2014 13:00,12.96,337.0,34.70000076293945,29.6
CHI2015,04-03-2014 14:00,16.2,315.0,28.799999237060547,54.6
CHI2015,04-03-2014 15:00,14.4,315.0,29.100000381469727,47.0
CHI2015,04-03-2014 16:00,12.96,315.0,28.899999618530273,47.4
CHI2015,04-03-2014 17:00,7.92,337.0,29.399999618530273,63.0
CHI2015,04-03-2014 18:00,7.92,315.0,28.600000381469727,55.0
CHI2015,04-03-2014 19:00,9.72,315.0,34.70000076293945,29.6
CHI2015,04-03-2014 20:00,7.92,315.0,30.399999618530273,39.2
CHI2015,04-03-2014 21:00,6.48,337.0,29.700000762939453,52.4
CHI2015,04-03-2014 22:00,6.48,315.0,30.0,44.0
CHI2015,04-03-2014 23:00,7.92,315.0,28.899999618530273,52.6
CHI2015,05-03-2014 0:00,8.38285714285714,295.714285714286,31.100000381469727,41.0
CHI2015,05-03-2014 1:00,8.84571428571429,276.428571428571,30.0,44.0
CHI2015,05-03-2014 2:00,9.30857142857143,257.142857142857,32.70000076293945,41.8
CHI2015,05-03-2014 3:00,9.77142857142857,237.857142857143,28.100000381469727,62.2
CHI2015,05-03-2014 4:00,10.2342857142857,218.571428571429,28.100000381469727,62.2
CHI2015,05-03-2014 5:00,10.6971428571429,199.285714285714,29.200000762939453,41.0
CHI2015,05-03-2014 6:00,11.16,180.0,29.100000381469727,44.0
CHI2015,05-03-2014 7:00,11.16,180.0,31.799999237060547,38.8
CHI2015,05-03-2014 8:00,11.16,157.0,30.399999618530273,35.6
CHI2015,05-03-2014 9:00,11.16,157.0,28.399999618530273,60.6
CHI2015,05-03-2014 10:00,11.16,135.0,28.100000381469727,58.2
CHI2015,05-03-2014 11:00,4.68,315.0,34.099998474121094,32.2
CHI2015,05-03-2014 12:00,11.16,337.0,28.799999237060547,54.6
CHI2015,05-03-2014 13:00,14.4,315.0,30.399999618530273,39.2
CHI2015,05-03-2014 14:00,14.4,337.0,30.200000762939453,49.8
CHI2015,05-03-2014 15:00,14.4,337.0,30.700000762939453,37.6
CHI2015,05-03-2014 16:00,13.88,317.0,30.0,44.8
CHI2015,05-03-2014 17:00,13.36,297.0,28.899999618530273,52.6
CHI2015,05-03-2014 18:00,12.84,277.0,28.299999237060547,63.8
CHI2015,05-03-2014 19:00,12.32,257.0,28.100000381469727,48.8
CHI2015,05-03-2014 20:00,11.8,237.0,28.299999237060547,59.2
CHI2015,05-03-2014 21:00,11.28,217.0,28.399999618530273,60.6
CHI2015,05-03-2014 22:00,10.76,197.0,29.600000381469727,46.6
CHI2015,05-03-2014 23:00,10.24,177.0,29.100000381469727,44.0
CHI2015,06-03-2014 0:00,9.72,157.0,28.399999618530273,63.2
CHI2015,06-03-2014 1:00,11.16,180.0,28.299999237060547,57.0
CHI2015,06-03-2014 2:00,11.16,180.0,32.0,45.0
CHI2015,06-03-2014 3:00,9.72,157.0,28.5,63.8
