Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
test,2007-03-09,23,272,1
