Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
test,2007-03-09,7,47,1
