Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
test,2007-03-09,11,160,1
