Scenario,datetime,WS,WD,FireScenario
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
test,2007-03-09,8,339,1
