Scenario,datetime,WS,WD,FireScenario
1,10/21/2017 0:00,3.96,225,EWE
1,10/21/2017 1:00,0.0,191,EWE
1,10/21/2017 2:00,0.0,113,EWE
1,10/21/2017 3:00,0.36,203,EWE
1,10/21/2017 4:00,0.0,180,EWE
1,10/21/2017 5:00,0.0,113,EWE
1,10/21/2017 6:00,0.0,113,EWE
1,10/21/2017 7:00,0.0,101,EWE
1,10/21/2017 8:00,0.0,101,EWE
1,10/21/2017 9:00,0.0,101,EWE
1,10/21/2017 10:00,0.0,349,EWE
1,10/21/2017 11:00,0.0,68,EWE
1,10/21/2017 12:00,1.8,304,EWE
1,10/21/2017 13:00,5.04,248,EWE
1,10/21/2017 14:00,3.96,259,EWE
1,10/21/2017 15:00,7.56,315,EWE
1,10/21/2017 16:00,3.24,304,EWE
